,Payment_ID,Card_ID,Customer_ID,Billing_Month,Bill_Amount,Minimum_Due,Amount_Paid,Payment_Date,Payment_Status,Late_Fee
5194,P0005195,CC03378,C04610,2026-05,10376.85,518.84,7263.8,2026-06-14,PARTIAL,100
5195,P0005196,CC00485,C04186,2025-05,35858.04,1792.9,25100.63,2025-10-05,PARTIAL,0
5196,P0005197,CC03178,C03699,2025-06,48921.58,2446.08,34245.11,2025-06-17,PARTIAL,100
5197,P0005198,CC01704,C00799,2025-03,4132.76,206.64,1239.83,2025-03-22,PARTIAL,100
5198,P0005199,CC00644,C02516,2025-11,5378.89,268.94,5916.78,2025-12-15,Paid,750
5199,P0005200,CC03328,C03415,2025-01,61126.16,3056.31,67238.78,2025-01-22,Paid,100
5200,P0005201,CC02927,C01344,2025-02,16077.56,803.88,4823.27,2025-02-15,PARTIAL,0
5201,P0005202,CC02430,C00040,2025-06,6075.34,303.77,6682.87,2025-06-30,Paid,100
5202,P0005203,CC02994,C04383,2026-04,6491.04,324.55,324.55,2026-04-22,PARTIAL,750
5203,P0005204,CC00594,C03402,2025-05,14631.36,731.57,4389.41,2025-06-14,PARTIAL,500
5204,P0005205,CC01019,C00379,2025-03,7789.34,389.47,5452.54,2025-04-29,PARTIAL,250
5205,P0005206,CC00558,C04205,2025-01,1991.06,99.55,1393.74,2025-01-13,PARTIAL,0
5206,P0005207,CC00403,C00393,2026-02,20467.94,1023.4,1023.4,2026-02-17,PARTIAL,750
5207,P0005208,CC02174,C00056,2025-05,19712.64,985.63,13798.85,2025-05-15,PARTIAL,0
5208,P0005209,CC02941,C00866,2025-12,5731.79,286.59,1719.54,2026-01-29,PARTIAL,500
5209,P0005210,CC00360,C02839,2025-05,21296.69,1064.83,6389.01,2025-05-13,PARTIAL,0
5210,P0005211,CC00731,C01976,2025-06,22624.39,1131.22,0.0,2025-06-13,MISSED,0
5211,P0005212,CC01183,C00447,2026-01,35999.51,1799.98,35999.51,2026-01-03,Paid,500
5212,P0005213,CC02603,C04645,2026-03,41761.27,2088.06,41761.27,2026-04-14,Paid,750
5213,P0005214,CC00460,C02922,2026-01,17434.5,871.73,19177.95,2026-01-22,Paid,250
5214,P0005215,CC02798,C04944,2025-03,44713.13,2235.66,2235.66,2025-04-29,PARTIAL,100
5215,P0005216,CC02007,C00911,2025-07,9765.74,488.29,9765.74,2025-08-29,Paid,250
5216,P0005217,CC02438,C02788,2026-04,12442.27,622.11,0.0,2026-05-30,MISSED,500
5217,P0005218,CC00342,C00706,2025-10,2854.9,142.75,142.75,2025-11-14,PARTIAL,500
5218,P0005219,CC00574,C02098,2025-02,16604.42,830.22,0.0,2025-02-15,MISSED,0
5219,P0005220,CC03195,C03957,2026-06,16503.88,825.19,11552.72,2026-07-15,PARTIAL,750
5220,P0005221,CC02304,C00302,2025-01,10316.13,515.81,0.0,2025-03-01,MISSED,500
5221,P0005222,CC02481,C02022,2025-07,11788.29,589.41,589.41,2025-07-17,PARTIAL,250
5222,P0005223,CC01166,C03549,2025-11,41604.19,2080.21,29122.93,2025-11-13,PARTIAL,0
5223,P0005224,CC02890,C00872,2026-02,25706.39,1285.32,0.0,2026-02-15,MISSED,0
5224,P0005225,CC01169,C00953,2026-01,12728.72,636.44,12728.72,2026-01-15,Paid,0
5225,P0005226,CC00392,C02268,2025-01,2665.88,133.29,2932.47,2025-01-15,Paid,0
5226,P0005227,CC00268,C01252,2025-01,7107.75,355.39,2132.32,2025-01-10,PARTIAL,0
5227,P0005228,CC02463,C00832,2025-04,15306.17,765.31,16836.79,2025-04-17,Paid,500
5228,P0005229,CC01406,C01128,2025-01,9958.05,497.9,10953.85,2025-03-01,Paid,500
5229,P0005230,CC00328,C02101,2026-02,40985.94,2049.3,28690.16,2026-02-17,PARTIAL,750
5230,P0005231,CC03141,C01356,2025-01,52351.11,2617.56,57586.22,2025-01-17,Paid,500
5231,P0005232,CC01728,C02778,2025-09,9383.17,469.16,2814.95,2025-09-10,PARTIAL,0
5232,P0005233,CC03195,C03957,2025-06,6683.11,334.16,6683.11,2025-07-15,Paid,100
5233,P0005234,CC02600,C03253,2026-05,15294.12,764.71,15294.12,2026-06-29,Paid,100
5234,P0005235,CC02558,C00730,2026-03,12835.02,641.75,0.0,2026-04-14,MISSED,500
5235,P0005236,CC00749,C03294,2025-08,48206.24,2410.31,0.0,2025-09-29,MISSED,100
5236,P0005237,CC02637,C02116,2025-03,9045.65,452.28,9950.22,2025-03-30,Paid,250
5237,P0005238,CC01195,C04612,2025-06,4787.65,239.38,3351.35,2025-06-15,PARTIAL,0
5238,P0005239,CC01002,C03111,2025-03,12782.28,639.11,12782.28,2025-03-15,Paid,0
5239,P0005240,CC00392,C02268,2026-02,14630.56,731.53,16093.62,2026-02-10,Paid,0
5240,P0005241,CC02356,C02089,2026-04,7724.22,386.21,386.21,2026-04-15,PARTIAL,0
5241,P0005242,CC01750,C04059,2025-03,13239.34,661.97,9267.54,2025-03-13,PARTIAL,0
5242,P0005243,CC00024,C02005,2025-10,11634.31,581.72,12797.74,2025-11-29,Paid,250
5243,P0005244,CC01457,C00371,2025-09,13477.74,673.89,4043.32,2025-09-30,PARTIAL,250
5244,P0005245,CC02824,C00732,2026-01,33804.84,1690.24,10141.45,2026-01-17,PARTIAL,250
5245,P0005246,CC00099,C04801,2025-09,25161.96,1258.1,0.0,2025-10-15,MISSED,250
5246,P0005247,CC01244,C02169,2026-03,6279.47,313.97,313.97,2026-04-14,PARTIAL,100
5247,P0005248,CC00682,C01745,2026-02,21356.95,1067.85,1067.85,2026-04-01,PARTIAL,750
5248,P0005249,CC00015,C03829,2026-02,21285.71,1064.29,0.0,2026-02-10,MISSED,0
5249,P0005250,CC01422,C01710,2025-07,72653.51,3632.68,72653.51,2025-08-29,Paid,250
5250,P0005251,CC02888,C04088,2025-06,3132.38,156.62,939.71,2025-06-30,PARTIAL,500
5251,P0005252,CC00313,C03865,2025-12,32485.23,1624.26,0.0,2025-12-30,MISSED,500
5252,P0005253,CC00772,C01895,2026-04,9334.77,466.74,2800.43,2026-10-04,PARTIAL,0
5253,P0005254,CC01978,C01979,2026-03,18863.29,943.16,5658.99,2026-04-29,PARTIAL,500
5254,P0005255,CC00230,C01679,2025-02,27865.94,1393.3,30652.53,2025-02-17,Paid,750
5255,P0005256,CC01503,C01699,2026-03,16042.1,802.11,16042.1,2026-03-30,Paid,750
5256,P0005257,CC02776,C00266,2025-01,4534.9,226.75,3174.43,2025-01-22,PARTIAL,250
5257,P0005258,CC00472,C03947,2026-06,6550.51,327.53,4585.36,2026-07-15,PARTIAL,500
5258,P0005259,CC02920,C00624,2025-10,12219.05,610.95,610.95,2025-11-14,PARTIAL,100
5259,P0005260,CC02799,C02910,2026-04,1114.64,55.73,780.25,2026-04-22,PARTIAL,750
5260,P0005261,CC01510,C03250,2025-02,12315.86,615.79,615.79,2025-02-17,PARTIAL,250
5261,P0005262,CC00511,C01442,2025-08,9675.44,483.77,10642.98,2025-08-15,Paid,0
5262,P0005263,CC02894,C04811,2025-01,2776.64,138.83,2776.64,2025-01-15,Paid,0
5263,P0005264,CC02486,C01919,2025-10,19576.4,978.82,19576.4,2025-10-17,Paid,500
5264,P0005265,CC03004,C03497,2025-09,11276.77,563.84,11276.77,2025-10-15,Paid,100
5265,P0005266,CC03106,C04860,2025-07,7432.78,371.64,7432.78,2025-07-10,Paid,0
5266,P0005267,CC02550,C00304,2025-03,14304.37,715.22,14304.37,2025-03-15,Paid,0
5267,P0005268,CC01008,C01914,2025-10,24037.69,1201.88,24037.69,2025-10-22,Paid,750
5268,P0005269,CC01691,C03170,2025-07,7856.72,392.84,7856.72,2025-08-14,Paid,500
5269,P0005270,CC02517,C00240,2026-05,41781.78,2089.09,2089.09,2026-06-14,PARTIAL,250
5270,P0005271,CC00120,C02886,2026-03,32646.18,1632.31,32646.18,2026-03-15,Paid,0
5271,P0005272,CC02339,C03498,2025-06,3967.56,198.38,2777.29,2025-07-30,PARTIAL,750
5272,P0005273,CC01774,C04609,2025-04,4852.22,242.61,242.61,2025-05-30,PARTIAL,100
5273,P0005274,CC02044,C01490,2026-05,109312.43,5465.62,0.0,2026-05-17,MISSED,100
5274,P0005275,CC01194,C04409,2026-02,1855.88,92.79,1299.12,2026-02-17,PARTIAL,250
5275,P0005276,CC02910,C03039,2025-01,14784.4,739.22,10349.08,2025-01-03,PARTIAL,500
5276,P0005277,CC01492,C04802,2025-09,59960.47,2998.02,65956.52,2025-09-15,Paid,0
5277,P0005278,CC00846,C03492,2026-02,21310.41,1065.52,1065.52,2026-03-17,PARTIAL,500
5278,P0005279,CC02635,C03769,2025-03,17277.31,863.87,12094.12,2025-04-29,PARTIAL,500
5279,P0005280,CC00663,C03182,2025-07,8345.93,417.3,9180.52,2025-07-13,Paid,0
5280,P0005281,CC00809,C03083,2026-06,55750.51,2787.53,2787.53,2026-07-15,PARTIAL,250
5281,P0005282,CC01822,C00647,2025-01,1640.15,82.01,82.01,2025-01-30,PARTIAL,750
5282,P0005283,CC00599,C00064,2025-09,1561.95,78.1,78.1,2025-10-15,PARTIAL,100
5283,P0005284,CC02003,C01682,2025-08,58743.07,2937.15,64617.38,2025-09-14,Paid,100
5284,P0005285,CC01776,C03921,2026-03,7710.74,385.54,8481.81,2026-03-13,Paid,0
5285,P0005286,CC02232,C02745,2025-04,8201.49,410.07,5741.04,2025-04-22,PARTIAL,750
5286,P0005287,CC01867,C04063,2026-03,99577.2,4978.86,99577.2,2026-04-29,Paid,100
5287,P0005288,CC01735,C00985,2025-03,4509.09,225.45,3156.36,2025-03-15,PARTIAL,0
5288,P0005289,CC00960,C04199,2026-04,18271.15,913.56,20098.27,2026-05-15,Paid,250
5289,P0005290,CC00070,C04122,2025-04,2818.22,140.91,0.0,2025-04-15,MISSED,0
5290,P0005291,CC01758,C00015,2025-03,10440.37,522.02,0.0,2025-03-22,MISSED,250
5291,P0005292,CC00025,C02640,2025-07,41675.93,2083.8,12502.78,2025-07-22,PARTIAL,250
5292,P0005293,CC00599,C00064,2025-04,23048.86,1152.44,1152.44,2025-04-13,PARTIAL,0
5293,P0005294,CC01759,C01819,2025-07,31244.64,1562.23,31244.64,2025-07-30,Paid,250
5294,P0005295,CC02372,C01373,2026-01,22636.47,1131.82,24900.12,2026-01-15,Paid,0
5295,P0005296,CC02385,C00461,2026-04,17202.46,860.12,18922.71,2026-04-30,Paid,500
5296,P0005297,CC02571,C02681,2026-03,8445.95,422.3,5912.16,2026-04-14,PARTIAL,250
5297,P0005298,CC01589,C04270,2026-03,8977.14,448.86,0.0,2026-04-14,MISSED,100
5298,P0005299,CC00177,C00858,2026-03,12532.5,626.62,626.62,2026-04-29,PARTIAL,250
5299,P0005300,CC01080,C03281,2025-01,9230.48,461.52,9230.48,2025-01-13,Paid,0
5300,P0005301,CC03147,C02468,2025-08,12750.16,637.51,8925.11,2025-08-13,PARTIAL,0
5301,P0005302,CC00706,C01739,2026-04,14921.37,746.07,4476.41,2026-04-30,PARTIAL,100
5302,P0005303,CC02083,C02324,2026-01,23387.94,1169.4,0.0,2026-01-22,MISSED,250
5303,P0005304,CC01329,C02757,2025-06,8763.23,438.16,0.0,2025-07-15,MISSED,750
5304,P0005305,CC02285,C02726,2026-06,17001.35,850.07,11900.94,2026-06-13,PARTIAL,0
5305,P0005306,CC01752,C04996,2025-10,25458.56,1272.93,17820.99,2025-10-30,PARTIAL,250
5306,P0005307,CC02658,C04594,2026-06,12084.72,604.24,0.0,2026-06-22,MISSED,500
5307,P0005308,CC01524,C04435,2026-03,4386.35,219.32,0.0,2026-03-13,MISSED,0
5308,P0005309,CC01264,C02934,2026-06,12152.09,607.6,3645.63,2026-06-17,PARTIAL,100
5309,P0005310,CC02325,C01664,2025-01,23588.67,1179.43,1179.43,2025-01-13,PARTIAL,0
5310,P0005311,CC02768,C04012,2026-01,22745.74,1137.29,6823.72,2026-01-03,PARTIAL,500
5311,P0005312,CC02047,C02727,2026-06,47335.27,2366.76,52068.8,2026-07-30,Paid,250
5312,P0005313,CC00224,C03832,2025-05,18568.6,928.43,5570.58,2025-06-14,PARTIAL,500
5313,P0005314,CC01246,C00229,2025-01,3050.7,152.53,3050.7,2025-03-01,Paid,500
5314,P0005315,CC02668,C02771,2026-06,4958.68,247.93,247.93,2026-06-17,PARTIAL,100
5315,P0005316,CC03035,C04025,2025-07,11627.52,581.38,12790.27,2025-07-13,Paid,0
5316,P0005317,CC01828,C01330,2025-05,8900.68,445.03,-2000.0,2025-05-10,PARTIAL,0
5317,P0005318,CC01714,C01898,2025-07,3131.12,156.56,939.34,2025-07-17,PARTIAL,100
5318,P0005319,CC03123,C04666,2025-04,23158.45,1157.92,0.0,2025-04-15,MISSED,0
5319,P0005320,CC02193,C02938,2025-08,32240.86,1612.04,0.0,2025-08-10,MISSED,0
5320,P0005321,CC00826,C04349,2025-09,30165.54,1508.28,9049.66,2025-09-15,PARTIAL,0
5321,P0005322,CC00194,C00870,2025-07,19836.38,991.82,21820.02,2025-07-15,Paid,0
5322,P0005323,CC00934,C02993,2025-02,8240.57,412.03,412.03,2025-02-13,PARTIAL,0
5323,P0005324,CC02455,C00918,2025-01,7990.92,399.55,399.55,2025-10-01,PARTIAL,0
5324,P0005325,CC00437,C00183,2026-06,6437.41,321.87,7081.15,2026-07-30,Paid,750
5325,P0005326,CC02519,C00563,2025-02,25088.19,1254.41,27597.01,2025-02-17,Paid,100
5326,P0005327,CC01882,C02885,2026-06,15078.08,753.9,10554.66,2026-06-17,PARTIAL,250
5327,P0005328,CC02605,C00913,2025-04,38659.69,1932.98,27061.78,2025-04-22,PARTIAL,250
5328,P0005329,CC01668,C00740,2026-06,4202.15,210.11,0.0,2026-06-22,MISSED,500
5329,P0005330,CC00270,C00366,2026-01,25976.87,1298.84,0.0,2026-01-17,MISSED,750
5330,P0005331,CC01767,C04332,2025-03,9574.58,478.73,0.0,2025-03-15,MISSED,0
5331,P0005332,CC01773,C03108,2025-12,19810.44,990.52,990.52,2026-01-29,PARTIAL,100
5332,P0005333,CC02883,C01513,2025-05,5965.67,298.28,4175.97,2025-06-29,PARTIAL,100
5333,P0005334,CC00655,C00940,2025-07,8926.88,446.34,2678.06,2025-08-14,PARTIAL,100
5334,P0005335,CC01108,C02150,2025-06,2657.17,132.86,132.86,2025-07-15,PARTIAL,500
5335,P0005336,CC02289,C00577,2025-03,21445.06,1072.25,6433.52,2025-10-03,PARTIAL,0
5336,P0005337,CC00557,C02174,2026-01,9782.34,489.12,6847.64,2026-01-15,PARTIAL,0
5337,P0005338,CC02696,C01297,2026-05,70833.88,3541.69,21250.16,2026-06-14,PARTIAL,500
5338,P0005339,CC03163,C04113,2025-05,23970.03,1198.5,23970.03,2025-05-30,Paid,100
5339,P0005340,CC00400,C00571,2026-02,2066.3,103.32,2066.3,2026-03-17,Paid,500
5340,P0005341,CC00340,C00835,2025-09,2863.35,143.17,2004.34,2025-09-22,PARTIAL,750
5341,P0005342,CC01141,C03038,2025-04,12635.63,631.78,13899.19,2025-04-10,Paid,0
5342,P0005343,CC02824,C00732,2025-06,8788.76,439.44,9667.64,2025-06-17,Paid,250
5343,P0005344,CC02292,C01705,2025-08,17742.37,887.12,19516.61,2025-08-17,Paid,500
5344,P0005345,CC00604,C00575,2025-05,25970.65,1298.53,1298.53,2025-05-15,PARTIAL,0
5345,P0005346,CC00107,C03135,2025-08,5531.21,276.56,6084.33,2025-08-22,Paid,750
5346,P0005347,CC02178,C02923,2025-08,16271.89,813.59,813.59,2025-08-10,PARTIAL,0
5347,P0005348,CC00517,C04697,2026-01,27291.15,1364.56,0.0,2026-01-13,MISSED,0
5348,P0005349,CC01236,C04259,2025-04,26818.55,1340.93,18772.98,2025-04-15,PARTIAL,0
5349,P0005350,CC02476,C02728,2026-06,13137.81,656.89,0.0,2026-06-22,MISSED,750
5350,P0005351,CC03227,C04137,2025-04,4681.87,234.09,4681.87,2025-04-10,Paid,0
5351,P0005352,CC03390,C01312,2026-02,2987.18,149.36,896.15,2026-02-15,PARTIAL,0
5352,P0005353,CC01548,C01548,2026-06,29928.3,1496.41,20949.81,2026-06-17,PARTIAL,250
5353,P0005354,CC02161,C04832,2025-12,10109.54,505.48,3032.86,2026-01-14,PARTIAL,100
5354,P0005355,CC03150,C01834,2025-06,30251.81,1512.59,9075.54,2025-06-30,PARTIAL,250
5355,P0005356,CC00738,C03125,2025-12,38666.78,1933.34,27066.75,2025-12-15,PARTIAL,0
5356,P0005357,CC00543,C04399,2025-03,1760.52,88.03,1232.36,2025-03-30,PARTIAL,100
5357,P0005358,CC02370,C03872,2025-12,3375.31,168.77,3712.84,2025-12-17,Paid,750
5358,P0005359,CC02777,C03392,2026-03,6961.09,348.05,348.05,2026-03-22,PARTIAL,750
5359,P0005360,CC02478,C04671,2026-03,5825.36,291.27,5825.36,2026-03-30,Paid,250
5360,P0005361,CC01115,C02138,2025-01,7509.4,375.47,5256.58,2025-01-17,PARTIAL,100
5361,P0005362,CC01604,C03932,2025-01,7154.74,357.74,0.0,2025-01-17,MISSED,500
5362,P0005363,CC00892,C02688,2026-03,17213.92,860.7,18935.31,2026-03-22,Paid,750
5363,P0005364,CC01100,C00959,2025-04,9666.63,483.33,10633.29,2025-04-10,Paid,0
5364,P0005365,CC01392,C02464,2025-10,24152.53,1207.63,26567.78,2025-10-22,Paid,100
5365,P0005366,CC00703,C01342,2025-10,7166.83,358.34,358.34,2025-10-13,PARTIAL,0
5366,P0005367,CC01281,C01153,2026-01,13895.07,694.75,4168.52,2026-01-15,PARTIAL,0
5367,P0005368,CC01104,C04501,2025-03,23682.89,1184.14,0.0,2025-03-30,MISSED,100
5368,P0005369,CC02098,C01351,2025-12,71500.37,3575.02,78650.41,2025-12-17,Paid,100
5369,P0005370,CC01767,C04332,2026-04,33073.64,1653.68,9922.09,2026-04-30,PARTIAL,500
5370,P0005371,CC01898,C01729,2026-03,31668.4,1583.42,22167.88,2026-03-15,PARTIAL,0
5371,P0005372,CC00323,C03304,2025-12,22908.74,1145.44,22908.74,2025-12-13,Paid,0
5372,P0005373,CC02511,C02719,2025-01,5167.51,258.38,3617.26,2025-01-10,PARTIAL,0
5373,P0005374,CC03363,C00414,2025-02,6057.92,302.9,302.9,2025-02-22,PARTIAL,100
5374,P0005375,CC02832,C04616,2025-10,13853.42,692.67,13853.42,2025-10-17,Paid,500
5375,P0005376,CC00366,C04276,2025-07,7931.84,396.59,396.59,2025-07-22,PARTIAL,750
5376,P0005377,CC03368,C04928,2025-05,6298.13,314.91,4408.69,2025-05-22,PARTIAL,500
5377,P0005378,CC00502,C02219,2025-12,8956.71,447.84,6269.7,2025-12-17,PARTIAL,250
5378,P0005379,CC03190,C00316,2025-11,7551.82,377.59,2265.55,2025-11-10,PARTIAL,0
5379,P0005380,CC01554,C03377,2025-07,12284.07,614.2,12284.07,2025-07-30,Paid,500
5380,P0005381,CC03398,C02990,2025-02,29218.91,1460.95,0.0,2025-02-13,MISSED,0
5381,P0005382,CC02369,C03096,2025-08,21239.15,1061.96,14867.41,2025-08-13,PARTIAL,0
5382,P0005383,CC02970,C00987,2026-06,49353.41,2467.67,34547.39,2026-06-13,PARTIAL,0
5383,P0005384,CC01191,C00390,2025-06,6237.94,311.9,4366.56,2025-06-15,PARTIAL,0
5384,P0005385,CC02610,C00726,2025-01,6033.14,301.66,0.0,2025-03-01,MISSED,500
5385,P0005386,CC01088,C04602,2025-08,27083.63,1354.18,1354.18,2025-08-22,PARTIAL,250
5386,P0005387,CC00474,C03896,2025-03,12203.72,610.19,3661.12,2025-03-17,PARTIAL,500
5387,P0005388,CC01028,C01102,2026-03,3461.75,173.09,3461.75,2026-03-30,Paid,100
5388,P0005389,CC02579,C00587,2025-10,9705.24,485.26,10675.76,2025-10-13,Paid,0
5389,P0005390,CC00563,C04954,2025-09,14128.69,706.43,706.43,2025-10-30,PARTIAL,250
5390,P0005391,CC01602,C01154,2025-08,11088.84,554.44,3326.65,2025-08-30,PARTIAL,250
5391,P0005392,CC02868,C00423,2026-02,16636.92,831.85,4991.08,2026-10-02,PARTIAL,0
5392,P0005393,CC00979,C04329,2025-01,5475.95,273.8,5475.95,2025-01-15,Paid,0
5393,P0005394,CC00986,C00989,2025-11,54123.68,2706.18,54123.68,2025-11-22,Paid,250
5394,P0005395,CC02023,C04884,2025-06,6956.67,347.83,0.0,2025-06-15,MISSED,0
5395,P0005396,CC01865,C04829,2026-06,4408.79,220.44,4849.67,2026-06-22,Paid,250
5396,P0005397,CC00909,C04492,2026-01,37576.83,1878.84,1878.84,2026-03-01,PARTIAL,500
5397,P0005398,CC00203,C04440,2026-02,6403.29,320.16,6403.29,2026-02-15,Paid,0
5398,P0005399,CC03169,C00053,2025-06,7536.26,376.81,5275.38,2025-06-30,PARTIAL,500
5399,P0005400,CC01601,C03750,2026-02,15748.42,787.42,787.42,2026-02-13,PARTIAL,0
5400,P0005401,CC00192,C01313,2026-05,3414.14,170.71,2389.9,2026-05-10,PARTIAL,0
5401,P0005402,CC03086,C03179,2026-02,5359.46,267.97,3751.62,2026-03-02,PARTIAL,250
5402,P0005403,CC00075,C02371,2025-04,57428.94,2871.45,17228.68,2025-05-30,PARTIAL,100
5403,P0005404,CC02590,C03548,2026-03,8319.19,415.96,5823.43,2026-03-22,PARTIAL,250
5404,P0005405,CC01229,C03615,2026-03,27402.46,1370.12,27402.46,2026-03-17,Paid,500
5405,P0005406,CC02661,C01640,2025-05,5804.72,290.24,5804.72,2025-05-10,Paid,0
5406,P0005407,CC02643,C03270,2026-03,8203.63,410.18,5742.54,2026-04-14,PARTIAL,500
5407,P0005408,CC00794,C01073,2025-05,10970.44,548.52,12067.48,2025-06-14,Paid,500
5408,P0005409,CC00356,C01179,2025-07,13738.78,686.94,15112.66,2025-07-10,Paid,0
5409,P0005410,CC00638,C02434,2025-05,3034.74,151.74,2124.32,2025-05-30,PARTIAL,750
5410,P0005411,CC01652,C01262,2025-11,5117.59,255.88,5629.35,2025-11-13,Paid,0
5411,P0005412,CC01097,C01069,2025-10,3432.08,171.6,0.0,2025-10-17,MISSED,250
5412,P0005413,CC03108,C01381,2025-10,16687.28,834.36,18356.01,2025-10-30,Paid,750
5413,P0005414,CC00176,C04890,2025-05,9703.41,485.17,6792.39,2025-05-17,PARTIAL,250
5414,P0005415,CC00913,C04736,2025-05,6419.86,320.99,4493.9,2025-05-17,PARTIAL,750
5415,P0005416,CC02879,C02850,2026-05,15436.15,771.81,10805.3,2026-05-13,PARTIAL,0
5416,P0005417,CC02424,C04217,2026-04,6763.66,338.18,4734.56,2026-05-30,PARTIAL,250
5417,P0005418,CC00299,C00588,2025-09,4782.41,239.12,0.0,2025-09-22,MISSED,500
5418,P0005419,CC00463,C01776,2025-08,13618.55,680.93,0.0,2025-09-14,MISSED,100
5419,P0005420,CC01399,C00957,2026-01,12378.36,618.92,12378.36,2026-01-22,Paid,250
5420,P0005421,CC03048,C03744,2026-06,39174.46,1958.72,27422.12,2026-06-30,PARTIAL,250
5421,P0005422,CC02976,C02959,2025-01,101659.41,5082.97,101659.41,2025-02-14,Paid,750
5422,P0005423,CC01989,C04087,2025-02,21810.99,1090.55,15267.69,2025-02-15,PARTIAL,0
5423,P0005424,CC00539,C03199,2025-03,19240.83,962.04,19240.83,2025-03-10,Paid,0
5424,P0005425,CC00413,C03161,2025-08,13350.36,667.52,0.0,2025-09-14,MISSED,750
5425,P0005426,CC03315,C00066,2025-12,10691.79,534.59,7484.25,2025-12-15,PARTIAL,0
5426,P0005427,CC01290,C02554,2026-05,10075.6,503.78,7052.92,2026-05-17,PARTIAL,100
5427,P0005428,CC02416,C03595,2025-05,7813.33,390.67,7813.33,2025-05-13,Paid,0
5428,P0005429,CC00981,C01027,2026-03,24431.37,1221.57,1221.57,2026-03-10,PARTIAL,0
5429,P0005430,CC01399,C00957,2025-12,38745.3,1937.27,11623.59,2026-01-29,PARTIAL,250
5430,P0005431,CC02474,C04233,2025-09,15100.88,755.04,4530.26,2025-10-30,PARTIAL,100
5431,P0005432,CC00640,C03726,2025-08,11450.33,572.52,11450.33,2025-09-14,Paid,100
5432,P0005433,CC02766,C03014,2025-02,15212.15,760.61,15212.15,2025-02-22,Paid,100
5433,P0005434,CC01504,C02803,2025-09,5606.53,280.33,3924.57,2025-10-30,PARTIAL,250
5434,P0005435,CC01903,C04831,2025-02,4030.97,201.55,1209.29,2025-04-01,PARTIAL,500
5435,P0005436,CC00684,C04744,2025-04,7813.96,390.7,5469.77,2025-04-13,PARTIAL,0
5436,P0005437,CC02289,C00577,2025-07,15441.66,772.08,15441.66,2025-07-30,Paid,750
5437,P0005438,CC02673,C03106,2026-02,56854.44,2842.72,17056.33,2026-10-02,PARTIAL,0
5438,P0005439,CC01452,C02019,2025-02,11094.97,554.75,554.75,2025-02-22,PARTIAL,750
5439,P0005440,CC00008,C01785,2025-11,25391.36,1269.57,17773.95,2025-12-15,PARTIAL,250
5440,P0005441,CC00030,C03094,2026-02,15272.76,763.64,0.0,2026-02-22,MISSED,750
5441,P0005442,CC01089,C01380,2025-06,14061.04,703.05,15467.14,2025-06-10,Paid,0
5442,P0005443,CC02655,C00956,2025-07,50711.17,2535.56,0.0,2025-07-17,MISSED,750
5443,P0005444,CC01173,C00052,2026-06,2183.78,109.19,1528.65,2026-06-10,PARTIAL,0
5444,P0005445,CC00171,C00438,2025-04,10141.74,507.09,3042.52,2025-05-15,PARTIAL,500
5445,P0005446,CC03314,C04104,2026-02,110067.03,5503.35,33020.11,2026-01-04,PARTIAL,500
5446,P0005447,CC02463,C00832,2025-12,5580.13,279.01,279.01,2026-01-29,PARTIAL,500
5447,P0005448,CC01581,C04056,2025-09,21129.64,1056.48,21129.64,2025-10-30,Paid,750
5448,P0005449,CC02440,C04446,2025-02,4189.35,209.47,4189.35,2025-02-17,Paid,500
5449,P0005450,CC02918,C01378,2025-06,45027.71,2251.39,45027.71,2025-06-15,Paid,0
5450,P0005451,CC00769,C04210,2026-02,12586.53,629.33,3775.96,2026-03-02,PARTIAL,250
5451,P0005452,CC00883,C02613,2025-10,22692.74,1134.64,22692.74,2025-10-22,Paid,750
5452,P0005453,CC01535,C02961,2025-05,4063.3,203.17,2844.31,2025-05-10,PARTIAL,0
5453,P0005454,CC03141,C01356,2025-08,12417.77,620.89,12417.77,2025-08-10,Paid,0
5454,P0005455,CC00163,C00962,2026-01,22260.02,1113.0,1113.0,2026-02-14,PARTIAL,750
5455,P0005456,CC03013,C02534,2026-06,11761.9,588.1,8233.33,2026-07-30,PARTIAL,750
5456,P0005457,CC01092,C03429,2025-04,10207.82,510.39,7145.47,2025-05-30,PARTIAL,500
5457,P0005458,CC00079,C01446,2025-02,18024.54,901.23,0.0,2025-02-10,MISSED,0
5458,P0005459,CC00497,C00070,2025-04,3888.11,194.41,3888.11,2025-05-30,Paid,250
5459,P0005460,CC00361,C01365,2026-06,8591.97,429.6,6014.38,2026-06-22,PARTIAL,250
5460,P0005461,CC01214,C01213,2026-04,10555.33,527.77,7388.73,2026-04-17,PARTIAL,250
5461,P0005462,CC02045,C01217,2025-08,14998.0,749.9,14998.0,2025-08-13,Paid,0
5462,P0005463,CC01328,C00982,2026-02,5198.1,259.91,5717.91,2026-02-22,Paid,750
5463,P0005464,CC03242,C04915,2026-02,5379.04,268.95,3765.33,2026-02-17,PARTIAL,500
5464,P0005465,CC00847,C02768,2026-03,145206.08,7260.3,145206.08,2026-10-03,Paid,0
5465,P0005466,CC03237,C03531,2025-04,4816.27,240.81,4816.27,2025-04-15,Paid,0
5466,P0005467,CC02085,C01151,2025-09,37780.9,1889.05,11334.27,2025-10-30,PARTIAL,500
5467,P0005468,CC00463,C01776,2025-09,10949.76,547.49,0.0,2025-09-13,MISSED,0
