,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Disbursement_Date,EMI,Outstanding_Principal,Days_Past_Due,Loan_Status,Branch_ID
1346,L001347,C04800,Business Loan,542541.0,17.08,180,2020-03-13,8380.51,333028.25,0,Active,BR004
1347,L001348,C01894,Home Loan,2804556.0,14.93,48,2021-01-23,77953.41,1323441.21,0,Active,BR015
1348,L001349,C01327,Personal Loan,775034.0,10.08,12,2023-03-18,68166.64,93367.59999999998,5,Active,BR001
1349,L001350,C04189,Auto Loan,1078465.0,10.38,180,2024-05-01,11841.24,1019258.8,0,Active,BR020
1350,L001351,C04794,Business Loan,1005412.0,15.74,24,2023-11-16,49103.29,367069.23,0,Active,BR028
1351,L001352,C02261,Education Loan,2448787.0,17.55,36,2026-05-31,87977.7,2272831.6,0,Active,BR004
1352,L001353,C03404,Education Loan,498109.0,17.49,12,2022-02-08,45545.82,0.0,0,Active,BR001
1353,L001354,C03664,Business Loan,9842209.0,14.63,36,2023-09-30,339402.79,5429972.73,90,NPA,BR003
1354,L001355,C00494,Home Loan,11445518.0,10.8,36,2021-09-04,373628.47,5841090.95,0,Active,BR026
1355,L001356,C03733,Education Loan,165882.0,11.47,48,2020-06-07,4325.27,79376.59999999999,0,Active,BR023
1356,L001357,C00181,Education Loan,711560.0,9.59,36,2022-08-05,22823.31,392033.66,0,Active,BR003
1357,L001358,C00170,Home Loan,4172083.0,14.19,240,2022-11-27,52457.43,3175391.83,5,Active,BR008
1358,L001359,C03051,Personal Loan,1113326.0,7.34,36,2022-02-26,34549.61,664181.0700000001,30,Active,BR009
1359,L001360,C01034,Home Loan,13843306.0,14.49,36,2022-05-17,476432.61,26760.31000000052,0,Active,BR012
1360,L001361,C04015,Business Loan,5803862.0,8.97,24,2020-07-18,265068.06,1827841.1,0,Active,BR011
1361,L001362,C00839,Home Loan,12556859.0,17.78,240,2024-09-19,191668.1,11981854.7,0,Active,BR007
1362,L001363,C01427,Business Loan,6911473.0,15.66,240,2025-05-13,94397.63,5495508.55,5,Active,BR027
1363,L001364,C03876,Home Loan,9885606.0,13.08,180,2024-08-16,125597.68,7624847.76,0,Active,BR030
1364,L001365,C03189,Home Loan,14750285.0,8.67,36,2024-11-18,466792.96,13816699.08,0,Active,BR001
1365,L001366,C02682,Business Loan,8230169.0,15.46,60,2021-01-26,197788.01,3483256.76,0,Active,BR021
1366,L001367,C00124,Home Loan,13576205.0,13.56,240,2022-05-20,164502.09,8147636.03,0,Active,BR008
1367,L001368,C03551,Business Loan,6245069.0,9.02,180,2025-06-18,63415.97,5610909.3,15,Active,BR026
1368,L001369,C03984,Home Loan,3755178.0,10.96,180,2023-02-27,42586.96,2434982.24,60,Active,BR005
1369,L001370,C02728,Home Loan,11592462.0,12.74,12,2022-11-04,1033993.57,1252526.3000000007,60,Active,BR016
1370,L001371,C04670,Auto Loan,772587.0,10.3,48,2022-09-15,19706.3,713468.1,5,Active,BR003
1371,L001372,C01959,Home Loan,14362571.0,17.64,180,2025-01-16,227587.51,13224633.45,0,Active,BR007
1372,L001373,C03947,Business Loan,8068854.0,11.04,84,2022-10-12,138328.2,5855602.8,0,Active,BR021
1373,L001374,C01351,Education Loan,2494928.0,9.64,84,2023-04-12,40956.16,1511980.16,0,Active,BR015
1374,L001375,C01516,Home Loan,1741991.0,17.05,84,2024-08-06,35649.34,993354.86,0,Active,BR024
1375,L001376,C01044,Business Loan,7908183.0,14.81,12,2025-12-02,713070.43,6482042.14,0,Active,BR017
1376,L001377,C03350,Education Loan,666777.0,15.75,48,2026-03-14,18811.38,647965.62,0,Active,BR023
1377,L001378,C02830,Personal Loan,1285898.0,16.15,240,2022-06-27,18035.0,744848.0,0,Active,BR016
1378,L001379,C01641,Education Loan,1229295.0,16.45,12,2020-03-29,111796.94,111325.6000000001,5,Active,BR012
1379,L001380,C01780,Personal Loan,355206.0,12.55,120,2022-07-21,5209.75,224962.25,15,Active,BR004
1380,L001381,C03528,Home Loan,7955137.0,15.84,12,2020-11-10,721174.22,743394.8000000007,15,Active,BR017
1381,L001382,C03838,Education Loan,1839504.0,14.84,36,2021-10-24,63622.97,376175.69,15,Active,BR013
1382,L001383,C02211,Home Loan,12069396.0,10.55,24,2021-03-21,560010.21,3669242.8500000015,0,Active,BR009
1383,L001384,C02573,Personal Loan,1398592.0,15.8,60,2023-11-09,33862.6,1195416.4,5,Active,BR006
1384,L001385,C02495,Auto Loan,2701656.0,17.13,60,2024-03-28,67332.1,547028.7999999998,90,Written Off,BR007
1385,L001386,C00240,Home Loan,5199558.0,10.47,84,2024-11-21,87586.76,2134021.4000000004,0,Active,BR022
1386,L001387,C04879,Home Loan,5389376.0,17.33,12,2024-02-15,492381.11,2927470.45,5,Active,BR016
1387,L001388,C03866,Auto Loan,1143010.0,13.92,120,2020-04-08,17692.17,629937.0700000001,0,Active,BR019
1388,L001389,C04546,Business Loan,999999999.0,15.47,120,2025-04-05,18868.87,884798.8200000001,15,Active,BR026
1389,L001390,C03046,Home Loan,8330201.0,16.23,180,2020-12-14,123684.16,4743360.359999999,5,Active,BR020
1390,L001391,C02215,Personal Loan,215579.0,13.74,60,2026-06-10,4987.13,185656.22,0,Active,BR015
1391,L001392,C00978,Business Loan,642783.0,9.43,60,2021-08-17,13477.66,211497.88,15,Active,BR014
1392,L001393,C00481,Personal Loan,91440.0,14.71,240,2021-06-23,1184.53,66564.87,120,NPA,BR021
1393,L001394,C03330,Home Loan,14808001.0,17.73,180,2021-04-14,235600.2,7268794.6,0,Active,BR011
1394,L001395,C02740,Personal Loan,1175715.0,13.41,12,2023-06-07,105237.95,439049.35,0,Active,BR022
1395,L001396,C02243,Business Loan,1796864.0,16.61,24,2026-04-23,212206.52,3883904.96,0,Active,BR009
1396,L001397,C00621,Auto Loan,420345.0,17.82,240,2020-06-22,6429.06,388199.7,0,Active,BR009
1397,L001398,C04816,Auto Loan,1568679.0,16.97,36,2020-08-12,55904.27,0.0,0,Active,BR011
1398,L001399,C01884,Business Loan,2937625.0,8.74,36,2025-07-12,93060.62,797230.7400000002,60,Active,BR019
1399,L001400,C01454,Auto Loan,279137.0,8.89,24,2022-01-21,12738.22,215445.9,5,Active,BR027
1400,L001401,C01514,Business Loan,9147052.0,14.74,84,2020-12-17,175176.77,3015865.0500000007,15,Active,BR018
1401,L001402,C00845,Personal Loan,459212.0,16.5,180,2023-05-22,6905.21,438496.37,0,Active,BR004
1402,L001403,C00466,Personal Loan,249915.0,7.15,36,2026-03-24,7733.8,133908.0,0,Active,BR015
1403,L001404,C01047,Education Loan,935345.0,10.88,24,2022-10-15,43542.32,0.0,0,Active,BR007
1404,L001405,C04265,Home Loan,6463514.0,8.74,180,2024-11-23,64561.34,5882461.94,0,Active,BR014
1405,L001406,C00412,Business Loan,3743881.0,16.71,180,2023-12-14,56850.77,1981507.13,0,Active,BR001
1406,L001407,C03039,Personal Loan,509754.0,8.27,60,2021-07-21,10401.97,228900.81,90,Active,BR013
1407,L001408,C03405,Business Loan,8241575.0,12.08,24,2026-03-06,388267.52,7853307.48,0,Active,BR002
1408,L001409,C04667,Personal Loan,861407.0,15.83,12,2023-08-24,78086.91,470972.45,30,Active,BR026
1409,L001410,C04238,Personal Loan,64914.0,8.96,240,2020-06-05,582.38,53266.4,0,Active,BR009
1410,L001411,C03132,Business Loan,7429939.0,8.79,12,2023-05-25,649035.81,2886688.33,60,Active,BR025
1411,L001412,C00524,Personal Loan,988362.0,12.59,36,2023-02-06,33106.97,226901.68999999997,15,Active,BR001
1412,L001413,C00413,Education Loan,529328.0,15.15,84,2020-02-02,10258.91,160007.24,0,Active,BR007
1413,L001414,C02823,Auto Loan,1245549.0,16.46,120,2024-01-16,21223.03,1139433.85,30,Active,BR017
1414,L001415,C02676,Business Loan,2882424.0,11.31,36,2020-05-10,94790.58,0.0,0,Active,BR022
1415,L001416,C01199,Personal Loan,757598.0,8.41,48,2021-07-02,18641.33,627108.69,15,Active,BR006
1416,L001417,C04296,Education Loan,798493.0,9.46,180,2021-09-17,8318.8,748580.2,60,Active,BR012
1417,L001418,C04090,Home Loan,10022436.0,17.46,240,2025-10-17,150525.17,7915083.619999999,0,Active,BR016
1418,L001419,C02080,Personal Loan,659675.0,14.5,180,2025-01-07,9007.87,398446.77,0,Active,BR028
1419,L001420,C04806,Business Loan,6008038.0,12.72,60,2024-08-27,135841.71,1117736.4400000004,0,Active,BR015
1420,L001421,C04642,Home Loan,14043601.0,8.58,120,2023-04-26,174722.0,7928331.0,0,Active,BR006
1421,L001422,C03480,Business Loan,4300020.0,16.44,60,2022-09-18,105576.07,3455411.44,120,NPA,BR001
1422,L001423,C04874,Personal Loan,7502207.0,17.27,180,2022-06-21,116897.91,4930452.98,15,Active,BR020
1423,L001424,C01376,Education Loan,2369453.0,12.3,24,2024-09-26,111870.63,1250746.7,5,Active,BR021
1424,L001425,C03476,Business Loan,1969220.0,8.56,12,2021-08-12,171809.66,79313.73999999999,15,Active,BR010
1425,L001426,C02542,Personal Loan,808616.0,7.64,240,2022-04-17,6583.55,584775.3,0,Active,BR004
1426,L001427,C00733,Home Loan,5027743.0,7.36,84,2026-06-05,76769.98,2417563.68,0,Active,BR001
1427,L001428,C01240,Business Loan,2070196.0,11.88,180,2020-11-29,24686.23,1354295.33,0,Active,BR004
1428,L001429,C00653,Business Loan,3515274.0,14.36,36,2022-11-04,120759.29,617051.04,0,Active,BR004
1429,L001430,C03897,Home Loan,7091457.0,9.37,36,2021-03-26,226729.59,3690513.15,0,Active,BR009
1430,L001431,C00989,Personal Loan,1084094.0,15.57,240,2021-01-01,14733.88,774682.52,30,Active,BR001
1431,L001432,C03890,Home Loan,4924666.0,11.69,84,2023-08-29,86119.51,2599439.23,0,Active,BR021
1432,L001433,C00428,Business Loan,7880396.0,15.79,24,2025-11-28,385058.45,564285.4500000002,0,Active,BR022
1433,L001434,C04304,Education Loan,410051.0,16.0,120,2020-12-10,6868.89,272673.19999999995,0,Active,BR001
1434,L001435,C04109,Business Loan,3113971.0,12.67,36,2020-08-21,104427.71,2069693.9,0,Active,BR012
1435,L001436,C03794,Home Loan,7733140.0,8.87,180,2023-07-12,77837.75,6954762.5,0,Active,BR012
1436,L001437,C04391,Auto Loan,991787.0,10.73,120,2022-03-01,13510.73,694550.94,0,Active,BR025
1437,L001438,C01944,Home Loan,8239674.0,17.96,84,2021-07-18,172987.01,4087985.76,5,Active,BR011
1438,L001439,C03033,Auto Loan,1345451.0,7.84,24,2020-09-04,60752.97,677168.33,0,Active,BR001
1439,L001440,C03638,Business Loan,9532836.0,17.93,240,2024-09-08,146608.01,6307459.779999999,0,Active,BR024
1440,L001441,C04428,Education Loan,935743.0,12.65,24,2022-03-25,44333.25,93411.25,0,Active,BR015
1441,L001442,C01755,Auto Loan,1710143.0,7.97,12,2024-07-14,148738.93,520231.56000000006,0,Active,BR016
1442,L001443,C04661,Business Loan,9560790.0,9.12,36,2025-12-11,304564.81,1032975.3200000004,0,Active,BR007
1443,L001444,C01680,Home Loan,14592369.0,16.25,120,2024-09-28,246719.62,7437500.02,5,Active,BR027
1444,L001445,C01560,Auto Loan,823065.0,16.67,48,2020-12-15,23609.29,0.0,30,Active,BR005
1445,L001446,C01342,Auto Loan,1361123.0,8.68,12,2024-04-18,118830.33,0.0,30,Active,BR022
1446,L001447,C00230,Auto Loan,1366475.0,14.12,84,2020-06-21,25698.43,1315078.14,15,Active,BR024
1447,L001448,C00505,Education Loan,2491901.0,9.85,180,2022-07-04,26549.89,2146752.43,15,Active,BR012
1448,L001449,C01407,Personal Loan,-500000.0,7.43,36,2020-12-22,14061.58,297840.62,0,Active,BR019
1449,L001450,C03959,Auto Loan,449536.0,7.43,180,2021-10-15,4149.39,432938.44,30,Active,BR023
1450,L001451,C01637,Business Loan,2467532.0,9.05,36,2023-11-24,78524.29,0.0,5,Active,BR012
1451,L001452,C00958,Personal Loan,961122.0,13.9,240,2024-11-10,11882.01,580897.6799999999,0,Active,BR007
1452,L001453,C03373,Home Loan,11305023.0,8.29,36,2025-05-26,355772.7,10593477.6,0,Active,BR030
1453,L001454,C02156,Personal Loan,845359.0,10.89,60,2023-04-08,18333.81,607019.47,30,Active,BR008
1454,L001455,C04300,Personal Loan,1486517.0,7.55,36,2021-10-19,46274.07,746131.88,5,Active,BR027
1455,L001456,C00409,Personal Loan,401216.0,13.71,36,2021-02-23,13656.17,319278.98,15,Active,BR015
1456,L001457,C03446,Business Loan,3131480.0,12.65,120,2023-11-10,46112.13,1886452.49,0,Active,BR028
1457,L001458,C00179,Home Loan,7090061.0,11.18,240,2025-01-27,74053.3,6867901.1,30,Active,BR004
1458,L001459,C04229,Education Loan,503479.0,9.55,24,2021-03-07,23128.57,341579.01,0,Active,BR016
1459,L001460,C01830,Home Loan,9658229.0,7.39,12,2022-09-23,837432.59,7983363.82,0,Active,BR003
1460,L001461,C02835,Business Loan,3155272.0,16.6,84,2022-03-12,63753.23,2900259.08,0,Active,BR005
1461,L001462,C01824,Auto Loan,1783042.0,11.61,180,2023-06-10,20954.17,1133462.73,0,Active,BR027
1462,L001463,C00984,Business Loan,5261637.0,11.2,240,2024-06-10,55027.99,5151581.02,5,Active,BR024
1463,L001464,C00822,Personal Loan,999999999.0,14.94,180,2026-04-29,9873.79,361972.35,0,Active,BR012
1464,L001465,C03376,Personal Loan,1187451.0,12.97,12,2024-12-10,106043.18,233062.3800000001,5,Active,BR011
1465,L001466,C01474,Personal Loan,221680.0,15.53,180,2026-03-30,3183.47,116625.49,30,Active,BR023
1466,L001467,C01756,Personal Loan,1352571.0,12.7,84,2023-02-04,24385.86,1084326.54,5,Active,BR013
1467,L001468,C04347,Business Loan,6543149.0,14.26,120,2022-07-20,102618.51,2951501.1500000004,15,Active,BR013
1468,L001469,C00662,Home Loan,10687903.0,7.19,36,2026-04-21,330940.68,6385674.16,0,Active,BR027
1469,L001470,C00554,Personal Loan,181428.0,11.16,120,2021-04-20,2515.63,173881.11,120,NPA,BR024
1470,L001471,C00808,Business Loan,1266303.0,16.22,120,2025-04-12,21386.17,517787.0500000001,0,Active,BR015
1471,L001472,C01664,Auto Loan,2045527.0,14.84,36,2025-09-14,70748.7,984296.5,0,Active,BR002
1472,L001473,C03648,Business Loan,1376511.0,13.57,36,2025-10-20,46758.92,768645.04,5,Active,BR030
1473,L001474,C01502,Home Loan,12890627.0,13.51,240,2024-05-07,155730.92,7907237.56,0,Active,BR025
1474,L001475,C03626,Personal Loan,865480.0,10.13,48,2025-03-25,22004.88,205333.6,0,Active,BR021
1475,L001476,C01542,Home Loan,5019434.0,16.89,84,2022-06-15,102257.34,3996860.6,15,Active,BR013
1476,L001477,C00393,Auto Loan,1588898.0,7.17,180,2022-04-05,14432.9,1256941.3,0,Active,BR026
1477,L001478,C02187,Business Loan,3104724.0,10.03,84,2022-01-12,51590.23,1918148.71,0,Active,BR030
1478,L001479,C02088,Auto Loan,2670557.0,12.73,24,2021-02-05,126624.73,0.0,5,Active,BR012
1479,L001480,C02643,Auto Loan,1676980.0,17.45,36,2021-09-13,60165.16,1376154.2,0,Active,BR017
1480,L001481,C00985,Auto Loan,533846.0,11.96,48,2025-04-27,14047.73,84318.64000000001,0,Active,BR002
1481,L001482,C00072,Personal Loan,877461.0,14.06,24,2023-02-07,42154.31,34374.80000000005,0,Active,BR024
1482,L001483,C04423,Business Loan,7413409.0,17.19,48,2022-08-29,214643.66,7198765.34,0,Active,BR008
1483,L001484,C04457,Personal Loan,523096.0,11.52,240,2024-08-13,5585.66,483996.38,0,Active,BR018
1484,L001485,C00681,Home Loan,11926923.0,11.2,24,2021-06-25,556996.22,4685972.140000001,30,Active,BR009
1485,L001486,C01292,Auto Loan,2723571.0,8.3,24,2023-06-07,123552.73,1858701.89,30,Active,BR021
1486,L001487,C03190,Auto Loan,2277028.0,15.54,12,2020-03-16,206101.36,9913.040000000035,0,Active,BR016
1487,L001488,C00803,Personal Loan,792689.0,16.12,48,2026-05-24,22513.78,657606.3200000001,0,Active,BR017
1488,L001489,C04141,Personal Loan,858197.0,17.31,24,2021-10-17,42559.15,0.0,30,Active,BR003
1489,L001490,C02284,Personal Loan,571000.0,17.68,180,2023-03-19,9064.35,444099.1,0,Active,BR012
1490,L001491,C02896,Personal Loan,1287744.0,7.93,12,2025-01-21,111977.15,167972.5,30,Active,BR023
1491,L001492,C04325,Home Loan,3941915.0,13.17,84,2022-02-04,72076.0,1491331.0,15,Active,BR015
1492,L001493,C01619,Business Loan,1394747.0,14.53,12,2022-09-01,125578.39,892433.44,0,Active,BR016
1493,L001494,C00303,Home Loan,9341256.0,9.02,12,2025-07-08,816993.27,7707269.46,0,Active,BR006
1494,L001495,C04580,Business Loan,8520298.0,15.14,12,2020-07-17,769590.7,3902753.8000000007,5,Active,BR016
1495,L001496,C02378,Business Loan,7305505.0,9.8,60,2025-11-09,154502.45,3751948.65,0,Active,BR027
1496,L001497,C04598,Auto Loan,1758682.0,12.16,180,2023-11-29,21288.51,1290334.78,0,Active,BR017
1497,L001498,C03492,Personal Loan,208477.0,14.0,120,2024-05-20,3236.95,124316.3,60,Active,BR003
1498,L001499,C04993,Personal Loan,633771.0,15.09,240,2025-11-01,8387.61,491181.63,0,Active,BR005
1499,L001500,C03668,Education Loan,1019432.0,12.82,180,2022-02-03,12777.78,814987.52,0,Active,BR012
1500,L001501,C01020,Home Loan,1834418.0,9.28,24,2026-03-22,84040.78,405724.74,5,Active,BR004
1501,L001502,C00195,Education Loan,238568.0,7.0,84,2020-11-03,3600.63,209762.96,60,Active,BR004
1502,L001503,C04789,Business Loan,9656239.0,14.88,48,2022-07-09,268153.34,6170245.58,5,Active,BR005
1503,L001504,C04880,Home Loan,3497259.0,15.45,12,2025-07-04,316399.79,16861.310000000056,0,Active,BR013
1504,L001505,C03388,Business Loan,6845519.0,8.98,240,2025-12-23,61502.89,5123438.08,0,Active,BR019
1505,L001506,C01214,Home Loan,4944698.0,15.83,240,2020-11-14,68163.52,3581427.6,0,Active,BR003
1506,L001507,C00993,Personal Loan,1473129.0,16.53,12,2021-07-27,134028.01,1071044.97,0,Active,BR030
1507,L001508,C03902,Education Loan,346009.0,11.0,24,2022-04-10,16126.73,329882.27,0,Active,BR021
1508,L001509,C03487,Auto Loan,999999999.0,16.9,36,2024-03-09,97997.56,0.0,0,Active,BR025
1509,L001510,C04137,Business Loan,2588427.0,11.17,24,2023-06-21,120845.38,1500818.58,5,Active,BR009
1510,L001511,C00521,Education Loan,542348.0,10.73,12,2021-06-24,47865.34,159425.28000000003,30,Active,BR011
1511,L001512,C01137,Home Loan,3309014.0,13.32,84,2025-06-23,60774.63,3248239.37,15,Active,BR017
1512,L001513,C02191,Education Loan,1799595.0,12.08,84,2024-12-29,31844.81,1544836.52,5,Active,BR028
1513,L001514,C02956,Auto Loan,1387010.0,13.35,24,2025-05-05,66169.23,1122333.08,30,Active,BR011
1514,L001515,C04614,Home Loan,4503060.0,15.56,12,2023-10-03,407629.47,2872542.12,0,Active,BR003
1515,L001516,C00099,Auto Loan,1949626.0,16.3,48,2022-03-29,55552.96,1171884.56,15,Active,BR030
1516,L001517,C03549,Home Loan,2177480.0,13.04,24,2023-09-23,103562.28,106234.3999999999,90,Written Off,BR018
1517,L001518,C01309,Personal Loan,485664.0,15.55,36,2020-05-22,16966.8,282062.4,15,Active,BR010
1518,L001519,C02892,Education Loan,1384239.0,15.25,60,2024-08-12,33112.88,1019997.32,0,Active,BR030
1519,L001520,C03543,Education Loan,1504195.0,14.33,84,2026-03-16,28463.55,934924.0,0,Active,BR024
1520,L001521,C02321,Home Loan,1543159.0,15.85,180,2024-07-12,22503.21,1430642.95,0,Active,BR030
1521,L001522,C00271,Home Loan,14570825.0,8.68,36,2025-05-18,461181.33,0.0,0,Active,BR018
1522,L001523,C04851,Personal Loan,248137.0,10.38,36,2026-03-24,8051.03,0.0,60,Active,BR030
1523,L001524,C01305,Auto Loan,1310341.0,14.17,12,2026-02-18,117756.58,957071.26,0,Active,BR017
1524,L001525,C04612,Business Loan,8967959.0,15.02,84,2026-05-11,173153.15,5851202.300000001,0,Active,BR016
1525,L001526,C03560,Personal Loan,1009150.0,7.68,36,2024-07-01,31474.33,348189.06999999995,15,Active,BR024
1526,L001527,C01082,Auto Loan,744752.0,17.91,84,2021-07-09,15613.81,682296.76,0,Active,BR030
1527,L001528,C03320,Personal Loan,324501.0,8.98,60,2026-02-15,6732.96,263904.36,15,Active,BR025
1528,L001529,C01585,Business Loan,7218230.0,8.4,12,2025-09-24,629238.26,0.0,60,Active,BR024
1529,L001530,C02804,Personal Loan,358618.0,12.58,180,2025-01-28,4438.73,283159.59,30,Active,BR005
1530,L001531,C04825,Education Loan,538623.0,14.51,12,2023-01-31,48490.75,344660.0,90,Active,BR002
1531,L001532,C00283,Auto Loan,1796864.0,9.04,120,2023-06-14,11276.45,550369.5,0,Active,BR007
1532,L001533,C00666,Auto Loan,1064954.0,11.32,48,2022-07-02,27690.08,95801.19999999995,0,Active,BR008
1533,L001534,C02185,Personal Loan,1237138.0,13.66,24,2020-08-10,59200.05,1000337.8,0,Active,BR006
1534,L001535,C03872,Business Loan,9107637.0,10.84,60,2023-03-10,197296.14,2004975.959999999,0,Active,BR012
1535,L001536,C04218,Auto Loan,1444829.0,12.92,84,2022-06-29,26221.48,658184.6,30,Active,BR024
1536,L001537,C04518,Personal Loan,1478218.0,9.83,60,2021-09-07,31284.26,633542.9800000001,15,Active,BR003
1537,L001538,C01414,Education Loan,1302597.0,9.94,240,2020-06-07,12518.61,1139855.07,0,Active,BR029
1538,L001539,C03788,Auto Loan,2467691.0,15.51,240,2024-05-17,33427.97,2066555.36,0,Active,BR014
1539,L001540,C02396,Business Loan,1339015.0,12.73,60,2025-10-23,30281.95,491120.4,0,Active,BR011
1540,L001541,C00419,Home Loan,12146502.0,11.32,120,2020-07-05,169525.82,7060727.399999999,0,Active,BR020
1541,L001542,C02815,Home Loan,10329957.0,14.61,240,2022-07-01,133056.61,6338258.7,0,Active,BR013
1542,L001543,C04917,Business Loan,6822652.0,11.17,180,2024-09-07,78275.92,6196444.64,15,Active,BR018
1543,L001544,C00637,Auto Loan,408458.0,17.37,60,2021-07-27,10232.67,101477.90000000002,0,Active,BR025
1544,L001545,C01991,Auto Loan,1041821.0,14.34,180,2023-07-21,14113.15,703105.4,5,Active,BR013
1545,L001546,C01600,Personal Loan,1088300.0,16.92,48,2022-06-26,31357.92,712004.96,30,Active,BR017
1546,L001547,C00367,Business Loan,5505067.0,12.46,36,2022-01-07,184058.85,2007948.85,60,Active,BR011
1547,L001548,C01184,Home Loan,6496504.0,16.18,180,2022-02-25,96230.75,4764350.5,0,Active,BR015
1548,L001549,C03431,Education Loan,732265.0,11.81,60,2025-02-19,16218.61,245706.69999999995,60,Active,BR024
1549,L001550,C02771,Education Loan,1749041.0,13.59,120,2021-01-07,26727.23,867042.41,0,Active,BR023
1550,L001551,C04409,Auto Loan,2981246.0,11.98,12,2025-10-11,264852.2,862428.3999999999,60,Active,BR003
1551,L001552,C04903,Home Loan,13683756.0,12.35,120,2024-12-11,199100.71,7312533.28,5,Active,BR029
1552,L001553,C04449,Home Loan,9095089.0,14.88,48,2021-10-20,252570.23,3538543.9399999995,0,Active,BR029
1553,L001554,C04579,Business Loan,7624876.0,15.86,240,2022-02-02,105281.47,7414313.06,0,Active,BR015
1554,L001555,C03800,Business Loan,4666596.0,16.93,120,2026-04-17,80897.47,3291339.01,0,Active,BR025
1555,L001556,C03559,Home Loan,3854860.0,7.3,48,2023-11-04,92846.91,2462156.35,30,Active,BR026
1556,L001557,C01787,Home Loan,971282.0,17.97,84,2021-01-21,20397.17,277778.2200000001,0,Active,BR030
1557,L001558,C03444,Auto Loan,2219444.0,16.84,48,2021-02-21,63858.58,1516999.62,5,Active,BR003
1558,L001559,C03104,Home Loan,3870043.0,11.0,120,2020-06-22,53309.85,3123705.1,90,Active,BR013
1559,L001560,C03618,Auto Loan,445888.0,17.46,240,2023-03-13,6696.71,372224.19,30,Active,BR026
1560,L001561,C01239,Education Loan,999999999.0,14.12,120,2022-07-20,21748.97,1068030.45,0,Active,BR029
1561,L001562,C02052,Business Loan,7377695.0,17.69,60,2022-09-11,186103.02,5516664.8,0,Active,BR011
1562,L001563,C04571,Home Loan,13628990.0,7.05,12,2022-02-27,1179586.33,3012713.03,0,Active,BR022
1563,L001564,C01232,Business Loan,9019850.0,11.87,12,2024-12-23,800854.31,8218995.689999999,0,Active,BR007
1564,L001565,C03990,Education Loan,1049744.0,7.52,84,2024-08-14,16111.63,936962.59,0,Active,BR013
1565,L001566,C03150,Personal Loan,96229.0,10.24,60,2020-02-15,2055.96,57165.76,0,Active,BR016
1566,L001567,C03352,Home Loan,13213693.0,17.0,180,2022-10-02,203359.3,11586818.6,0,Active,BR001
1567,L001568,C04920,Business Loan,4252764.0,16.16,240,2023-08-16,59677.92,3476951.04,0,Active,BR019
1568,L001569,C00550,Auto Loan,1022313.0,12.13,120,2023-07-27,14744.15,624220.95,0,Active,BR028
1569,L001570,C00121,Personal Loan,164165.0,12.19,48,2021-11-02,4338.42,42689.23999999999,5,Active,BR017
1570,L001571,C03279,Auto Loan,793089.0,14.28,24,2020-01-07,38183.48,296703.75999999995,15,Active,BR027
1571,L001572,C02729,Home Loan,2109515.0,17.41,240,2022-02-01,31601.78,2046311.44,15,Active,BR022
1572,L001573,C02814,Auto Loan,1577760.0,16.91,180,2025-03-21,24181.23,707235.72,0,Active,BR012
1573,L001574,C00798,Personal Loan,811345.0,9.67,120,2023-01-29,10574.27,642156.6799999999,0,Active,BR007
1574,L001575,C00151,Home Loan,10406230.0,7.86,48,2026-03-07,253363.18,1538518.7000000011,0,Active,BR022
1575,L001576,C03862,Personal Loan,1412530.0,7.53,60,2022-06-09,28324.34,1384205.66,0,Active,BR024
1576,L001577,C02020,Business Loan,317013.0,8.94,240,2023-01-06,2840.03,248852.28,0,Active,BR022
1577,L001578,C04689,Personal Loan,956034.0,17.34,120,2022-07-31,16822.19,569123.63,0,Active,BR004
1578,L001579,C01509,Education Loan,1493027.0,16.62,60,2021-01-08,36801.19,1051412.72,0,Active,BR019
1579,L001580,C03769,Auto Loan,683637.0,11.95,36,2021-09-23,22690.21,388664.27,0,Active,BR028
1580,L001581,C04235,Education Loan,1937106.0,12.02,60,2022-04-14,43109.43,1893996.57,5,Active,BR014
1581,L001582,C04219,Business Loan,6947722.0,14.64,24,2020-03-25,335684.62,5940668.14,5,Active,BR002
1582,L001583,C04705,Business Loan,1129155.0,14.68,60,2021-12-19,26673.23,168918.71999999997,0,Active,BR002
1583,L001584,C03262,Education Loan,1027108.0,9.38,60,2020-06-20,21511.0,510844.0,30,Active,BR011
1584,L001585,C01317,Home Loan,3256489.0,17.84,48,2025-03-23,95387.31,2207228.59,0,Active,BR027
1585,L001586,C04372,Home Loan,8830588.0,14.47,48,2021-06-08,243395.97,6883420.24,120,Written Off,BR024
1586,L001587,C02897,Education Loan,1926241.0,11.36,84,2025-08-16,33347.68,1159244.36,0,Active,BR011
1587,L001588,C00766,Auto Loan,1584696.0,17.76,240,2026-02-10,24164.5,1077241.5,0,Active,BR015
1588,L001589,C00922,Home Loan,2679047.0,17.41,240,2026-03-12,40133.71,1274367.15,0,Active,BR021
1589,L001590,C04156,Home Loan,10834893.0,17.63,180,2021-12-01,171610.82,5171735.94,30,Active,BR021
1590,L001591,C04547,Education Loan,508606.0,15.53,36,2026-03-16,17763.29,473079.42,0,Active,BR008
1591,L001592,C02901,Personal Loan,414380.0,9.02,180,2021-05-02,4207.85,380717.2,15,Active,BR009
1592,L001593,C04761,Personal Loan,296538.0,10.75,36,2020-04-11,9673.2,0.0,0,Active,BR017
