,Complaint_ID,Customer_ID,Complaint_Date,Complaint_Type,Priority,Status,Resolution_Days,Channel
657,CM000658,C01298,2026-06-30,TRANSACTION DISPUTE,Critical,Escalated,,Social Media
658,CM000659,C04792,2026-01-31,CHARGES DISPUTE,Critical,Escalated,,Call Center
659,CM000660,C01994,2024-09-13,CARD ISSUE,Low,Closed,2.0,Call Center
660,CM000661,C01488,2024-11-22,KYC UPDATE,Low,Escalated,,Branch
661,CM000662,C03051,2024-01-03,FRAUD COMPLAINT,Low,Closed,3.0,Branch
662,CM000663,C04757,2025-05-19,FRAUD COMPLAINT,Low,Open,,Email
663,CM000664,C00277,2025-05-31,LOAN QUERY,Medium,Open,,Branch
664,CM000665,C01501,2024-02-11,CHARGES DISPUTE,Medium,Pending,,Call Center
665,CM000666,C00997,2024-03-01,LOAN QUERY,Low,Closed,3.0,Email
666,CM000667,C00168,2024-04-13,LOAN QUERY,Low,Open,,Call Center
667,CM000668,C02750,2024-12-08,TRANSACTION DISPUTE,Low,Closed,30.0,Email
668,CM000669,C03307,2025-09-11,CARD ISSUE,High,Escalated,,Social Media
669,CM000670,C01827,2025-08-20,LOAN QUERY,Low,Open,,Branch
670,CM000671,C03992,2026-06-02,CHARGES DISPUTE,High,Closed,30.0,Social Media
671,CM000672,C02297,2024-01-01,ACCOUNT SERVICE,Low,Escalated,,Branch
672,CM000673,C04189,2026-02-19,CARD ISSUE,High,Escalated,,Social Media
673,CM000674,C01372,2024-03-06,CARD ISSUE,Medium,Open,,App
674,CM000675,C03522,2024-08-08,TRANSACTION DISPUTE,Low,Pending,,Social Media
675,CM000676,C03718,2025-09-23,LOAN QUERY,Low,Open,,Email
676,CM000677,C00237,2024-08-12,CARD ISSUE,Medium,Pending,,Call Center
677,CM000678,C04824,2025-11-03,CHARGES DISPUTE,High,Escalated,,Branch
678,CM000679,C00563,2025-03-19,CARD ISSUE,Low,Pending,,Branch
679,CM000680,C00836,2024-02-18,ACCOUNT SERVICE,Low,Closed,2.0,Call Center
680,CM000681,C04119,2024-04-24,KYC UPDATE,Medium,Closed,15.0,Call Center
681,CM000682,C03677,2026-02-27,KYC UPDATE,Critical,Pending,,Call Center
682,CM000683,C03958,2025-01-31,ACCOUNT SERVICE,Low,Open,,App
683,CM000684,C02312,2025-10-07,CHARGES DISPUTE,Medium,Open,,Branch
684,CM000685,C00061,2025-12-21,FRAUD COMPLAINT,Medium,Open,,App
685,CM000686,C03708,2025-01-10,TRANSACTION DISPUTE,Medium,Pending,,Call Center
686,CM000687,C04462,2024-12-17,TRANSACTION DISPUTE,Low,Pending,,Call Center
687,CM000688,C01989,2026-06-13,FRAUD COMPLAINT,Critical,Escalated,,Call Center
688,CM000689,C02416,2026-04-09,TRANSACTION DISPUTE,Low,Pending,,Social Media
689,CM000690,C02431,2025-06-22,KYC UPDATE,Medium,Escalated,,Call Center
690,CM000691,C00114,2024-04-12,ACCOUNT SERVICE,High,Pending,,Branch
691,CM000692,C02693,2025-01-16,FRAUD COMPLAINT,Medium,Closed,7.0,App
692,CM000693,C03642,2025-04-28,TRANSACTION DISPUTE,High,Open,,Branch
693,CM000694,C02785,2026-01-26,LOAN QUERY,Medium,Open,,Social Media
694,CM000695,C02551,2026-06-06,ACCOUNT SERVICE,High,Open,,App
695,CM000696,C00917,2025-05-09,CARD ISSUE,Medium,Open,,App
696,CM000697,C01009,2024-04-22,CHARGES DISPUTE,Medium,Pending,,Social Media
697,CM000698,C00925,2025-08-29,CARD ISSUE,Low,Escalated,,Social Media
698,CM000699,C00834,2026-06-11,ACCOUNT SERVICE,Low,Closed,0.0,Social Media
699,CM000700,C01532,2025-09-11,FRAUD COMPLAINT,Critical,Pending,,Email
700,CM000701,C01660,2025-06-11,FRAUD COMPLAINT,Medium,Pending,,Call Center
701,CM000702,C00167,2026-05-26,KYC UPDATE,Low,Closed,2.0,App
702,CM000703,C01157,2024-01-20,CHARGES DISPUTE,Low,Open,,Email
703,CM000704,C03941,2025-12-17,KYC UPDATE,Medium,Closed,5.0,App
704,CM000705,C00595,2025-12-03,TRANSACTION DISPUTE,Medium,Pending,,Branch
705,CM000706,C02489,2024-11-22,FRAUD COMPLAINT,Low,Open,,Call Center
706,CM000707,C04668,2025-12-12,LOAN QUERY,Low,Escalated,,Call Center
707,CM000708,C04608,2024-11-16,TRANSACTION DISPUTE,Medium,Open,,Branch
708,CM000709,C02490,2025-08-16,CHARGES DISPUTE,Low,Open,,App
709,CM000710,C00727,2024-10-08,ACCOUNT SERVICE,Medium,Open,,Email
710,CM000711,C01753,2024-02-16,TRANSCTION DISPUTE,Medium,Open,,Call Center
711,CM000712,C02833,2024-12-30,KYC UPDATE,High,Closed,1.0,Branch
712,CM000713,C04146,2024-10-14,ACCOUNT SERVICE,Low,Escalated,,Social Media
713,CM000714,C00483,2026-05-16,FRAUD COMPLAINT,Medium,Closed,15.0,Branch
714,CM000715,C01940,2025-09-05,KYC UPDATE,High,Open,,App
715,CM000716,C01728,2026-05-22,TRANSACTION DISPUTE,Medium,Open,,Social Media
716,CM000717,C00250,2025-12-12,FRAUD COMPLAINT,Medium,Pending,,Social Media
717,CM000718,C04659,2024-08-13,CHARGES DISPUTE,Medium,Open,,App
718,CM000719,C01848,2024-03-17,ACCOUNT SERVICE,High,Escalated,,Social Media
719,CM000720,C03973,2025-08-31,FRAUD COMPLAINT,High,Closed,5.0,Social Media
720,CM000721,C02049,2025-03-30,ACCOUNT SERVICE,Low,Escalated,,App
721,CM000722,C02889,2025-04-19,CARD ISSUE,Low,Open,,App
722,CM000723,C04922,2025-05-01,LOAN QUERY,Low,Open,,App
723,CM000724,C03671,2026-04-07,CHARGES DISPUTE,High,Pending,,Branch
724,CM000725,C03570,2024-09-30,CHARGES DISPUTE,Medium,Escalated,,Call Center
725,CM000726,C02161,2025-10-18,FRAUD COMPLAINT,Low,Pending,,Email
726,CM000727,C03086,2024-04-08,TRANSACTION DISPUTE,Medium,Open,,Branch
727,CM000728,C02132,2025-08-11,CHARGES DISPUTE,High,Pending,,Email
728,CM000729,C04645,2025-06-18,CHARGES DISPUTE,Low,Closed,10.0,App
729,CM000730,C02626,2024-06-23,FRAUD COMPLAINT,Critical,Open,,Social Media
730,CM000731,C01920,2025-03-16,FRAUD COMPLAINT,Medium,Escalated,,App
731,CM000732,C00612,2024-08-11,FRAUD COMPLAINT,Medium,Closed,15.0,Branch
732,CM000733,C00663,2025-12-22,CHARGES DISPUTE,High,Closed,2.0,Social Media
733,CM000734,C02436,2025-06-14,CHARGES DISPUTE,High,Pending,,Social Media
734,CM000735,C04677,2025-07-22,KYC UPDATE,Medium,Escalated,,Social Media
735,CM000736,C01618,2026-03-12,CARD ISSUE,Low,Open,,Social Media
736,CM000737,C04683,2024-02-14,TRANSACTION DISPUTE,High,Escalated,,Email
737,CM000738,C04074,2024-02-07,FRAUD COMPLAINT,Low,Open,,Branch
738,CM000739,C01220,2026-01-04,TRANSACTION DISPUTE,Medium,Closed,1.0,Call Center
739,CM000740,C02043,2026-04-23,KYC UPDATE,Low,Escalated,,Branch
740,CM000741,C01234,2025-02-19,LOAN QUERY,Low,Escalated,,App
741,CM000742,C03448,2024-10-01,ACCOUNT SERVICE,Medium,Closed,5.0,App
742,CM000743,C03028,2025-08-24,TRANSACTION DISPUTE,Critical,Pending,,Email
743,CM000744,C03864,2025-03-24,CHARGES DISPUTE,High,Escalated,,App
744,CM000745,C01152,2026-03-14,ACCOUNT SERVICE,Medium,Pending,,Social Media
745,CM000746,C04801,2025-08-01,ACCOUNT SERVICE,Medium,Closed,5.0,App
746,CM000747,C00323,2026-06-18,KYC UPDATE,Critical,Escalated,,App
747,CM000748,C04331,2024-12-04,ACCOUNT SERVICE,Medium,Closed,0.0,App
748,CM000749,C02891,2025-05-31,LOAN QUERY,Medium,Closed,1.0,Social Media
749,CM000750,C03216,2024-05-07,LOAN QUERY,Low,Open,,Call Center
750,CM000751,C00899,2025-07-07,LOAN QUERY,Medium,Closed,,Call Center
751,CM000752,C03548,2025-02-23,KYC UPDATE,Low,Pending,,App
752,CM000753,C03355,2024-11-23,TRANSACTION DISPUTE,Low,Escalated,,Email
753,CM000754,C00117,2025-04-29,CHARGES DISPUTE,Medium,Pending,,Email
754,CM000755,C02782,2024-03-02,FRAUD COMPLAINT,Medium,Escalated,,Call Center
755,CM000756,C03404,2026-06-06,CHARGES DISPUTE,Medium,Closed,3.0,App
756,CM000757,C00051,2026-09-05,CHARGES DISPUTE,High,Pending,,Call Center
757,CM000758,C03574,2025-05-04,LOAN QUERY,Low,Open,,Social Media
758,CM000759,C00681,2025-04-27,LOAN QUERY,High,Open,,Email
759,CM000760,C04468,2025-10-22,TRANSACTION DISPUTE,Medium,Pending,,Call Center
760,CM000761,C04407,2024-03-22,KYC UPDATE,Low,Escalated,,Call Center
761,CM000762,C03529,2025-09-07,KYC UPDATE,Medium,Closed,0.0,App
762,CM000763,C04042,2025-10-10,CHARGES DISPUTE,Low,Open,,App
763,CM000764,C00680,2025-06-24,KYC UPDATE,Low,Open,,Email
764,CM000765,C02725,2024-04-05,KYC UPDATE,Medium,Closed,1.0,App
765,CM000766,C04078,2024-07-17,FRAUD COMPLAINT,Low,Closed,,Call Center
766,CM000767,C03567,2025-10-05,TRANSACTION DISPUTE,Medium,Closed,,Call Center
767,CM000768,C04175,2024-04-08,ACCOUNT SERVICE,Medium,Open,,App
768,CM000769,C00762,2026-03-19,CARD ISSUE,Low,Pending,,App
769,CM000770,C02513,2025-07-05,FRAUD COMPLAINT,Low,Open,,App
770,CM000771,C04888,2025-09-05,LOAN QUERY,Medium,Escalated,,Social Media
771,CM000772,C04729,2025-01-05,CHARGES DISPUTE,Medium,Escalated,,Branch
772,CM000773,C01389,2024-01-10,LOAN QUERY,Low,Open,,Call Center
773,CM000774,C04213,2026-06-18,TRANSACTION DISPUTE,High,Pending,,Call Center
774,CM000775,C00800,2024-05-30,LOAN QUERY,High,Pending,,App
775,CM000776,C02770,2024-09-08,CARD ISSUE,Low,Closed,0.0,App
776,CM000777,C00812,2024-08-02,CARD ISSUE,High,Pending,,Branch
777,CM000778,C03867,2026-02-17,KYC UPDATE,Medium,Open,,Call Center
778,CM000779,C01161,2024-10-01,ACCOUNT SERVICE,Low,Open,,Social Media
779,CM000780,C01137,2025-12-13,TRANSACTION DISPUTE,High,Closed,2.0,Branch
780,CM000781,C03804,2026-01-30,CHARGES DISPUTE,Low,Escalated,,App
781,CM000782,C02304,2024-07-25,,Low,Closed,5.0,Social Media
782,CM000783,C04140,2024-08-04,KYC UPDATE,Critical,Open,,Social Media
783,CM000784,C04630,2024-03-18,LOAN QUERY,High,Escalated,,Call Center
784,CM000785,C01857,2025-01-10,KYC UPDATE,Low,Open,,Social Media
785,CM000786,C04259,2025-12-31,KYC UPDATE,High,Closed,7.0,Call Center
786,CM000787,C02704,2026-05-21,ACCOUNT SERVICE,Medium,Pending,,Social Media
787,CM000788,C00897,2024-01-30,CARD ISSUE,Low,Pending,,Branch
788,CM000789,C03483,2025-07-08,TRANSACTION DISPUTE,High,Pending,,Email
789,CM000790,C04612,2024-09-29,KYC UPDATE,Low,Closed,0.0,Branch
790,CM000791,C02556,2025-06-24,KYC UPDATE,Low,Pending,,App
791,CM000792,C01415,2026-02-15,CARD ISSUE,Critical,Open,,Call Center
792,CM000793,C03746,2026-05-23,LOAN QUERY,Low,Open,,Call Center
793,CM000794,C00307,2024-05-22,FRAUD COMPLAINT,Medium,Escalated,,Branch
794,CM000795,C04427,2026-01-12,ACCOUNT SERVICE,Medium,Open,,App
795,CM000796,C03100,2024-01-24,ACCOUNT SERVICE,Medium,Open,,Email
796,CM000797,C04369,2026-04-03,CHARGES DISPUTE,Low,Escalated,,Branch
797,CM000798,C04690,2024-06-27,TRANSACTION DISPUTE,Medium,Escalated,,App
798,CM000799,C03623,2024-01-07,KYC UPDATE,Medium,Open,,Social Media
799,CM000800,C04504,2024-10-12,TRANSACTION DISPUTE,Low,Pending,,Call Center
800,CM000801,C00437,2024-04-21,FRAUD COMPLAINT,Medium,Closed,1.0,Branch
801,CM000802,C03965,2024-08-02,FRAUD COMPLAINT,Critical,Pending,,Call Center
802,CM000803,C00339,2025-12-19,FRAUD COMPLAINT,Medium,Closed,30.0,Social Media
803,CM000804,C04978,2025-03-25,FRAUD COMPLAIN,Low,Open,,App
804,CM000805,C00252,2026-05-30,FRAUD COMPLAINT,Critical,Pending,,Branch
805,CM000806,C01359,2026-03-05,FRAUD COMPLAINT,High,Closed,30.0,Social Media
806,CM000807,C01358,2024-03-20,CHARGES DISPUTE,Critical,Open,,Branch
807,CM000808,C00339,2025-10-27,ACCOUNT SERVICE,Low,Pending,,Social Media
808,CM000809,C00357,2025-11-12,KYC UPDATE,High,Open,,Email
809,CM000810,C04102,2025-07-26,FRAUD COMPLAINT,Low,Pending,,App
810,CM000811,C02776,2024-08-29,ACCOUNT SERVICE,Low,Closed,15.0,Email
811,CM000812,C00204,2025-08-30,FRAUD COMPLAINT,High,Escalated,,Email
812,CM000813,C00710,2025-03-31,LOAN QUERY,Low,Pending,,Branch
813,CM000814,C03505,2024-12-23,LOAN QUERY,Low,Pending,,Branch
814,CM000815,C03520,2026-04-20,CARD ISSUE,Medium,Open,,Call Center
815,CM000816,C04149,2025-06-01,LOAN QUERY,Critical,Escalated,,App
816,CM000817,C03489,2024-10-11,CARD ISSUE,Low,Pending,,Email
817,CM000818,C02946,2024-08-08,KYC UPDATE,Medium,Open,,Branch
818,CM000819,C02996,2024-09-24,FRAUD COMPLAINT,Low,Closed,,Social Media
819,CM000820,C03131,2025-01-04,ACCOUNT SERVICE,Low,Escalated,,Branch
820,CM000821,C03052,2024-12-22,TRANSACTION DISPUTE,High,Pending,,Call Center
821,CM000822,C01400,2024-07-23,CARD ISSUE,Low,Pending,,Branch
822,CM000823,C01154,2024-07-25,TRANSACTION DISPUTE,Medium,Closed,15.0,Branch
823,CM000824,C04319,2025-01-06,CARD ISSUE,Low,Escalated,,Email
824,CM000825,C04530,2025-10-16,KYC UPDATE,Low,Escalated,,App
825,CM000826,C00850,2024-11-02,CHARGES DISPUTE,Medium,Open,,Branch
826,CM000827,C02651,2025-04-15,LOAN QUERY,High,Escalated,,Branch
827,CM000828,C00171,2024-12-07,CHARGES DISPUTE,High,Open,,Call Center
828,CM000829,C04801,2025-09-16,CARD ISSUE,Low,Closed,15.0,Social Media
829,CM000830,C04591,2024-05-25,CARD ISSUE,Low,Closed,2.0,Branch
830,CM000831,C03843,2024-02-06,LOAN QUERY,Low,Open,,Email
831,CM000832,C04694,2026-04-15,LOAN QUERY,Medium,Pending,,App
832,CM000833,C00615,2024-09-23,FRAUD COMPLAINT,Low,Pending,,Call Center
833,CM000834,C04585,2024-04-10,ACCOUNT SERVICE,High,Pending,,Email
834,CM000835,C00129,2025-07-08,CHARGES DISPUTE,Medium,Escalated,,App
835,CM000836,C00146,2024-01-01,ACCOUNT SERVICE,High,Closed,15.0,Email
836,CM000837,C02690,2024-04-04,CHARGES DISPUTE,Low,Escalated,,App
837,CM000838,C03777,2026-02-24,CHARGES DISPUTE,Low,Open,,Branch
838,CM000839,C00388,2026-01-28,ACCOUNT SERVICE,Low,Closed,30.0,Social Media
839,CM000840,C00194,2024-12-18,CHARGES DISPUTE,Low,Escalated,,Email
840,CM000841,C02018,2025-01-24,CARD ISSUE,Low,Escalated,,Social Media
841,CM000842,C00629,2026-06-04,TRANSACTION DISPUTE,Low,Closed,2.0,Email
842,CM000843,C03506,2025-05-10,LOAN QUERY,Medium,Closed,0.0,Branch
843,CM000844,C00523,2025-06-18,TRANSACTION DISPUTE,High,Escalated,,App
844,CM000845,C04365,2025-11-04,TRANSACTION DISPUTE,Low,Pending,,App
845,CM000846,C02631,2025-11-24,CARD ISSUE,Medium,Escalated,,Social Media
846,CM000847,C02905,2025-12-28,CHARGES DISPUTE,Medium,Closed,,Call Center
847,CM000848,C03946,2024-02-06,CARD ISSUE,Medium,Pending,,App
848,CM000849,C04542,2026-06-04,LOAN QUERY,Medium,Open,,Call Center
849,CM000850,C01123,2024-03-31,CHARGES DISPUTE,Low,Open,,App
850,CM000851,C03348,2025-12-16,KYC UPDATE,Medium,Escalated,,App
851,CM000852,C00365,2026-01-23,CARD ISSUE,Low,Closed,10.0,App
852,CM000853,C00616,2024-02-09,CARD ISSU,Low,Closed,,Branch
853,CM000854,C04430,2024-08-03,KYC UPDATE,Low,Pending,,App
854,CM000855,C04100,2026-01-17,CARD ISSUE,Low,Escalated,,Branch
855,CM000856,C04642,2024-11-25,KYC UPDATE,Medium,Open,,Social Media
856,CM000857,C04406,2024-11-24,FRAUD COMPLAINT,Medium,Escalated,,Call Center
857,CM000858,C02620,2026-05-22,CHARGES DISPUTE,Low,Escalated,,App
858,CM000859,C00748,2024-08-12,CHARGES DISPUTE,Medium,Escalated,,Social Media
859,CM000860,C01382,2024-02-26,CHARGES DISPUTE,Low,Escalated,,Branch
860,CM000861,C00154,2025-07-15,FRAUD COMPLAINT,Medium,Closed,7.0,Call Center
861,CM000862,C04953,2025-02-10,CHARGES DISPUTE,Low,Closed,10.0,App
862,CM000863,C04813,2025-09-21,ACCOUNT SERVICE,Low,Escalated,,Call Center
863,CM000864,C03175,2025-01-31,TRANSACTION DISPUTE,Medium,Open,,App
864,CM000865,C01043,2025-08-15,KYC UPDATE,Low,Escalated,,App
865,CM000866,C04484,2024-06-28,ACCOUNT SERVICE,Medium,Open,,App
866,CM000867,C04448,2025-11-20,TRANSACTION DISPUTE,Medium,Pending,,Call Center
867,CM000868,C02563,2024-02-12,FRAUD COMPLAINT,Low,Escalated,,Email
868,CM000869,C02371,2024-03-02,TRANSACTION DISPUTE,Low,Closed,,Call Center
869,CM000870,C03625,2024-12-14,CARD ISSUE,High,Closed,5.0,Branch
870,CM000871,C04966,2024-09-10,ACCOUNT SERVICE,Medium,Closed,3.0,Email
871,CM000872,C04710,2025-04-08,TRANSACTION DISPUTE,Medium,Open,,Social Media
872,CM000873,C01437,2025-07-04,CHARGES DISPUTE,Low,Closed,30.0,Call Center
873,CM000874,C03693,2025-05-31,KYC UPDATE,Low,Pending,,Call Center
874,CM000875,C01909,2025-09-09,TRANSACTION DISPUTE,High,Escalated,,Branch
875,CM000876,C00720,2024-06-29,KYC UPDATE,Low,Closed,1.0,Email
876,CM000877,C01840,2025-02-06,TRANSACTION DISPUTE,Medium,Escalated,,Social Media
877,CM000878,C02636,2026-01-04,LOAN QUERY,Low,Pending,,Email
878,CM000879,C04810,2026-03-13,ACCOUNT SERVICE,Critical,Closed,,App
879,CM000880,C03976,2024-07-19,KYC UPDATE,Medium,Escalated,,App
880,CM000881,C01356,2024-09-15,FRAUD COMPLAINT,Low,Closed,3.0,Email
881,CM000882,C00539,2025-08-20,CARD ISSUE,Medium,Escalated,,Email
882,CM000883,C00178,2025-12-30,LOAN QUERY,High,Closed,3.0,Call Center
883,CM000884,C01567,2025-08-14,KYC UPDATE,Critical,Escalated,,Email
884,CM000885,C04352,2024-09-24,FRAUD COMPLAINT,Medium,Escalated,,App
885,CM000886,C04861,2025-01-11,ACCOUNT SERVICE,Medium,Open,,Call Center
886,CM000887,C03662,2025-04-02,CHARGES DISPUTE,High,Open,,Call Center
887,CM000888,C03559,2025-09-23,ACCOUNT SERVICE,High,Open,,Email
888,CM000889,C03210,2025-04-06,CHARGES DISPUTE,Low,Pending,,App
889,CM000890,C00553,2024-09-22,CARD ISSUE,High,Open,,Social Media
890,CM000891,C04516,2024-02-03,KYC UPDATE,High,Pending,,Call Center
891,CM000892,C02543,2026-04-04,TRANSACTION DISPUTE,High,Closed,,App
892,CM000893,C03253,2025-07-06,FRAUD COMPLAINT,Low,Pending,,App
893,CM000894,C03064,2024-09-09,ACCOUNT SERVICE,Medium,Escalated,,App
894,CM000895,C02460,2025-01-16,FRAUD COMPLAINT,Low,Escalated,,App
895,CM000896,C01901,2025-06-18,ACCOUNT SERVICE,Medium,Open,,Social Media
896,CM000897,C00916,2024-04-27,LOAN QUERY,Medium,Pending,,App
897,CM000898,C01162,2024-04-19,CHARGES DISPUTE,Low,Escalated,,Call Center
898,CM000899,C00550,2024-08-06,KYC UPDATE,High,Escalated,,Call Center
899,CM000900,C00463,2024-11-08,CARD ISSUE,Low,Pending,,Social Media
900,CM000901,C01000,2026-06-22,CHARGES DISPUTE,Low,Closed,1.0,Branch
901,CM000902,C03470,2025-12-02,ACCOUNT SERVICE,High,Pending,,Call Center
902,CM000903,C02594,2024-07-12,LOAN QUERY,High,Escalated,,Social Media
903,CM000904,C03431,2026-05-29,TRANSACTION DISPUTE,High,Open,,Social Media
904,CM000905,C01370,2025-06-08,CARD ISSUE,High,Open,,Social Media
905,CM000906,C02164,2025-01-13,CHARGES DISPUTE,Low,Escalated,,Call Center
906,CM000907,C01897,2025-09-29,FRAUD COMPLAINT,Medium,Closed,3.0,App
907,CM000908,C04994,2025-02-16,LOAN QUERY,Medium,Escalated,,App
908,CM000909,C04251,2026-02-24,TRANSACTION DISPUTE,Low,Open,,App
909,CM000910,C00085,2026-01-07,CHARGES DISPUTE,Medium,Escalated,,Social Media
910,CM000911,C04475,2025-09-08,KYC UPDATE,Medium,Escalated,,Social Media
911,CM000912,C02180,2025-05-14,CHARGES DISPUTE,Medium,Escalated,,Call Center
912,CM000913,C02096,2026-02-16,CHARGES DISPUTE,High,Closed,15.0,Branch
913,CM000914,C02223,2025-05-05,TRANSCTION DISPUTE,Medium,Closed,15.0,App
914,CM000915,C04163,2024-07-02,FRAUD COMPLAINT,Low,Pending,,Email
915,CM000916,C00586,2024-12-30,ACCOUNT SERVICE,Medium,Open,,Branch
916,CM000917,C01984,2025-01-30,CARD ISSUE,Low,Closed,7.0,Social Media
917,CM000918,C01838,2026-09-03,ACCOUNT SERVICE,Medium,Pending,,Call Center
918,CM000919,C00768,2025-02-01,ACCOUNT SERVICE,High,Pending,,App
919,CM000920,C00486,2026-02-28,KYC UPDATE,High,Open,,App
920,CM000921,C04257,2025-09-21,FRAUD COMPLAINT,Medium,Pending,,Social Media
921,CM000922,C04394,2026-04-25,LOAN QUERY,High,Escalated,,App
922,CM000923,C03652,2024-06-18,LOAN QUERY,Medium,Pending,,Email
923,CM000924,C01186,2026-02-28,LOAN QUERY,Medium,Pending,,App
924,CM000925,C00585,2024-02-18,FRAUD COMPLAINT,High,Pending,,Social Media
925,CM000926,C01987,2024-03-28,LOAN QUERY,Medium,Closed,2.0,Call Center
926,CM000927,C04373,2024-02-04,ACCOUNT SERVICE,Low,Pending,,Branch
927,CM000928,C00219,2026-05-05,CARD ISSUE,Low,Pending,,Branch
928,CM000929,C03994,2024-05-29,KYC UPDATE,Low,Open,,Call Center
929,CM000930,C01499,2024-07-29,LOAN QUERY,Low,Escalated,,App
930,CM000931,C02316,2025-02-16,KYC UPDATE,Low,Pending,,Social Media
931,CM000932,C02798,2024-04-09,FRAUD COMPLAINT,Low,Open,,Call Center
932,CM000933,C02792,2024-02-07,KYC UPDATE,Low,Closed,2.0,Email
933,CM000934,C04467,2025-06-30,,Medium,Closed,2.0,Branch
934,CM000935,C04643,2025-02-22,CHARGES DISPUTE,High,Escalated,,Social Media
935,CM000936,C02806,2025-05-04,KYC UPDATE,Low,Escalated,,Social Media
936,CM000937,C00019,2026-03-27,LOAN QUERY,Low,Closed,10.0,Branch
937,CM000938,C04495,2024-03-12,FRAUD COMPLAINT,High,Pending,,Branch
938,CM000939,C03907,2025-09-22,ACCOUNT SERVICE,Medium,Pending,,Email
939,CM000940,C04028,2024-04-06,KYC UPDATE,Low,Open,,Branch
940,CM000941,C01074,2024-01-04,FRAUD COMPLAINT,Medium,Open,,App
941,CM000942,C02275,2025-11-02,ACCOUNT SERVICE,Low,Open,,Social Media
942,CM000943,C00699,2025-01-03,CHARGES DISPUTE,Medium,Escalated,,Branch
943,CM000944,C00775,2025-01-01,LOAN QUERY,Low,Open,,Social Media
944,CM000945,C02378,2024-05-06,ACCOUNT SERVICE,Medium,Closed,15.0,Email
945,CM000946,C01581,2026-01-19,ACCOUNT SERVICE,High,Closed,30.0,Email
946,CM000947,C03456,2025-04-09,FRAUD COMPLAINT,Low,Pending,,Call Center
947,CM000948,C00636,2026-04-27,KYC UPDATE,High,Closed,1.0,Branch
948,CM000949,C02501,2025-09-07,CHARGES DISPUTE,Medium,Pending,,Social Media
949,CM000950,C02337,2024-06-09,CARD ISSUE,Low,Pending,,Call Center
950,CM000951,C03767,2024-05-07,FRAUD COMPLAINT,Low,Closed,1.0,Email
951,CM000952,C03671,2024-04-10,FRAUD COMPLAINT,Medium,Open,,Email
952,CM000953,C04110,2025-07-07,KYC UPDATE,Low,Escalated,,App
953,CM000954,C02825,2026-06-21,TRANSACTION DISPUTE,Low,Closed,3.0,Social Media
954,CM000955,C04598,2025-04-30,KYC UPDATE,Low,Open,,Email
955,CM000956,C01540,2024-12-11,FRAUD COMPLAINT,Low,Closed,10.0,App
956,CM000957,C02146,2024-07-13,FRAUD COMPLAINT,Medium,Closed,7.0,App
957,CM000958,C01648,2024-05-26,LOAN QUERY,High,Pending,,App
958,CM000959,C03615,2024-09-08,FRAUD COMPLAINT,Medium,Closed,0.0,Branch
959,CM000960,C01679,2024-06-22,CARD ISSUE,Low,Closed,1.0,Social Media
960,CM000961,C04253,2025-04-05,CARD ISSUE,Medium,Escalated,,Branch
961,CM000962,C03058,2025-02-16,CHARGES DISPUTE,Critical,Escalated,,App
962,CM000963,C03549,2025-09-02,CARD ISSUE,Low,Closed,30.0,Call Center
963,CM000964,C01472,2024-09-19,LOAN QUERY,Low,Escalated,,App
964,CM000965,C03099,2025-02-21,FRAUD COMPLAINT,Low,Pending,,Branch
965,CM000966,C00990,2024-03-01,FRAUD COMPLAINT,Medium,Closed,10.0,Branch
966,CM000967,C02308,2024-05-08,TRANSACTION DISPUTE,High,Closed,0.0,Email
967,CM000968,C00950,2025-12-30,ACCOUNT SERVICE,High,Pending,,Call Center
968,CM000969,C01388,2024-08-07,CARD ISSUE,High,Pending,,Call Center
969,CM000970,C00221,2025-01-24,FRAUD COMPLAINT,Low,Closed,1.0,Call Center
970,CM000971,C02374,2024-01-28,LOAN QUERY,Critical,Pending,,Social Media
971,CM000972,C02729,2024-01-03,TRANSACTION DISPUTE,Medium,Pending,,App
972,CM000973,C02551,2026-03-07,ACCOUNT SERVICE,Low,Pending,,Social Media
973,CM000974,C03836,2026-04-24,FRAUD COMPLAINT,High,Closed,2.0,Social Media
974,CM000975,C00953,2026-06-30,CHARGES DISPUTE,Low,Open,,Email
975,CM000976,C01970,2025-09-14,TRANSACTION DISPUTE,Medium,Escalated,,Email
976,CM000977,C00831,2024-08-28,KYC UPDATE,Medium,Closed,,Call Center
977,CM000978,C00828,2025-07-05,FRAUD COMPLAINT,Low,Open,,Branch
978,CM000979,C04386,2024-06-11,TRANSACTION DISPUTE,Medium,Closed,15.0,Call Center
979,CM000980,C04524,2024-06-25,CHARGES DISPUTE,High,Escalated,,Call Center
980,CM000981,C00500,2024-09-10,ACCOUNT SERVICE,Low,Escalated,,Call Center
981,CM000982,C01514,2024-03-20,FRAUD COMPLAINT,Low,Escalated,,App
982,CM000983,C00515,2025-09-09,LOAN QUERY,Medium,Open,,Branch
983,CM000984,C03179,2024-03-15,ACCOUNT SERVICE,Medium,Open,,Email
984,CM000985,C04469,2024-11-11,TRANSACTION DISPUTE,Medium,Escalated,,Call Center
985,CM000986,C03633,2025-01-12,TRANSACTION DISPUTE,Medium,Escalated,,Branch
986,CM000987,C02436,2026-02-13,KYC UPDATE,High,Pending,,Call Center
987,CM000988,C00778,2026-02-14,ACCOUNT SERVICE,Low,Pending,,App
988,CM000989,C03922,2024-07-08,LOAN QUERY,Medium,Closed,5.0,Social Media
