,Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Account_Status,Branch_ID,Opening_Channel
3544,A003545,C02743,CURRENT,2018-08-22,19807.64,ACTIVE,BR005,AGENT
3545,A003546,C02743,FIXED DEPOSIT,2020-06-20,51794.56,DORMANT,BR005,ONLINE
3546,A003547,C02744,FIXED DEPOSIT,2024-07-03,15824.67,DORMANT,BR028,BRANCH
3547,A003548,C02745,CURRENT,2026-01-07,30809.25,DORMANT,BR029,BRANCH
3548,A003549,C02746,FIXED DEPOSIT,2020-03-11,207040.89,ACTIVE,BR028,BRANCH
3549,A003550,C02747,SAVINGS,2019-08-22,30003.47,ACTIVE,BR015,ONLINE
3550,A003551,C02747,SALARY,2020-10-03,104203.93,ACTIVE,BR015,BRANCH
3551,A003552,C02748,FIXED DEPOSIT,2018-07-08,36901.57,ACTIVE,BR018,ONLINE
3552,A003553,C02749,SAVINGS,2020-02-09,47583.74,ACTIVE,BR028,ONLINE
3553,A003554,C02750,CURRENT,2020-02-16,5311.34,ACTIVE,BR017,BRANCH
3554,A003555,C02751,CURRENT,2023-06-09,31465.0,ACTIVE,BR015,AGENT
3555,A003556,C02752,CURRENT,2018-03-07,7257.26,ACTIVE,BR027,AGENT
3556,A003557,C02752,CURRENT,2020-01-28,15111.28,ACTIVE,BR027,BRANCH
3557,A003558,C02753,SAVINGS,2024-03-15,371314.35,ACTIVE,BR004,BRANCH
3558,A003559,C02754,SAVINGS,2018-07-28,19683.53,ACTIVE,BR008,ONLINE
3559,A003560,C02755,FIXED DEPOSIT,2021-02-11,25303.03,ACTIVE,BR020,BRANCH
3560,A003561,C02756,SALARY,2021-07-01,24304.86,CLOSED,BR002,BRANCH
3561,A003562,C02757,CURRENT,2018-07-02,14847.8,ACTIVE,BR025,AGENT
3562,A003563,C02758,CURRENT,2017-03-21,36979.74,CLOSED,BR020,BRANCH
3563,A003564,C02759,SALARY,2026-04-26,10414.7,ACTIVE,BR014,ONLINE
3564,A003565,C02759,FIXED DEPOSIT,2025-02-14,69724.99,ACTIVE,BR014,AGENT
3565,A003566,C02760,SAVINGS,2017-04-04,163113.08,DORMANT,BR009,AGENT
3566,A003567,C02761,FIXED DEPOSIT,2017-09-01,,ACTIVE,BR015,BRANCH
3567,A003568,C02761,SALARY,2022-09-29,23166.09,CLOSED,BR015,BRANCH
3568,A003569,C02762,SALARY,2018-10-15,18522.65,DORMANT,BR007,ONLINE
3569,A003570,C02763,CURRENT,2022-05-01,30840.77,ACTIVE,BR012,AGENT
3570,A003571,C02763,FIXED DEPOSIT,2023-07-01,55771.97,ACTIVE,BR012,ONLINE
3571,A003572,C02764,SAVINGS,2022-05-17,99343.28,CLOSED,BR004,AGENT
3572,A003573,C02764,FIXED DEPOSIT,2022-08-06,184942.17,ACTIVE,BR004,ONLINE
3573,A003574,C02764,SALARY,2019-03-04,23825.23,ACTIVE,BR004,BRANCH
3574,A003575,C02765,SAVINGS,2021-01-16,78734.09,ACTIVE,BR014,BRANCH
3575,A003576,C02766,SALARY,2018-04-01,22701.51,ACTIVE,BR020,BRANCH
3576,A003577,C02767,SALARY,2021-04-01,126352.16,CLOSED,BR025,AGENT
3577,A003578,C02768,SALARY,2018-03-16,46862.53,ACTIVE,BR003,BRANCH
3578,A003579,C02769,FIXED DEPOSIT,2021-06-05,49822.12,ACTIVE,BR016,AGENT
3579,A003580,C02769,SALARY,2020-11-06,5181.69,CLOSED,BR016,AGENT
3580,A003581,C02770,FIXED DEPOSIT,2022-04-21,29516.49,DORMANT,BR026,BRANCH
3581,A003582,C02771,SAVINGS,2019-01-28,53505.99,DORMANT,BR023,AGENT
3582,A003583,C02772,FIXED DEPOSIT,2018-02-18,12180.05,CLOSED,BR022,BRANCH
3583,A003584,C02773,SALARY,2018-05-05,99833.16,CLOSED,BR030,ONLINE
3584,A003585,C02774,SAVINGS,2022-09-07,787.51,DORMANT,BR013,BRANCH
3585,A003586,C02775,CURRENT,2025-01-26,37979.09,DORMANT,BR012,ONLINE
3586,A003587,C02776,CURRENT,2025-01-16,36665.56,CLOSED,BR019,AGENT
3587,A003588,C02777,FIXED DEPOSIT,2021-10-11,57533.05,ACTIVE,BR013,ONLINE
3588,A003589,C02778,SAVINGS,2023-09-28,33917.58,CLOSED,BR014,BRANCH
3589,A003590,C02779,CURRENT,2022-07-30,32529.46,DORMANT,BR025,AGENT
3590,A003591,C02780,FIXED DEPOSIT,2022-06-08,61595.9,DORMANT,BR015,ONLINE
3591,A003592,C02781,SALARY,2017-02-09,5014.64,ACTIVE,BR005,BRANCH
3592,A003593,C02782,SALARY,2017-02-17,3468.75,ACTIVE,BR011,ONLINE
3593,A003594,C02783,FIXED DEPOSIT,2023-12-11,12227.54,ACTIVE,BR008,BRANCH
3594,A003595,C02784,SALARY,2019-06-18,34125.05,DORMANT,BR015,ONLINE
3595,A003596,C02785,CURRENT,2017-03-10,4781.76,ACTIVE,BR030,AGENT
3596,A003597,C02786,FIXED DEPOSIT,2021-10-23,39421.06,CLOSED,BR012,BRANCH
3597,A003598,C02786,FIXED DEPOSIT,2024-04-22,190638.97,CLOSED,BR012,BRANCH
3598,A003599,C02787,CURRENT,2017-06-21,3494.67,ACTIVE,BR003,BRANCH
3599,A003600,C02787,SALARY,2026-03-25,41710.22,DORMANT,BR003,ONLINE
3600,A003601,C02788,CURRENT,2018-05-05,-5000.0,ACTIVE,BR027,ONLINE
3601,A003602,C02789,FIXED DEPOSIT,2017-05-05,24395.05,CLOSED,BR020,ONLINE
3602,A003603,C02790,SAVINGS,2018-07-13,74622.41,DORMANT,BR017,ONLINE
3603,A003604,C02790,FIXED DEPOSIT,2019-01-27,34663.2,DORMANT,BR017,AGENT
3604,A003605,C02791,SALARY,2017-09-17,12415.65,DORMANT,BR006,ONLINE
3605,A003606,C02791,SALARY,2019-12-04,1286.4,ACTIVE,BR006,ONLINE
3606,A003607,C02792,SALARY,2022-09-22,10880.25,ACTIVE,BR001,BRANCH
3607,A003608,C02793,FIXED DEPOSIT,2017-12-19,26840.09,CLOSED,BR013,BRANCH
3608,A003609,C02794,CURRENT,2022-09-25,33232.56,DORMANT,BR005,ONLINE
3609,A003610,C02795,CURRENT,2020-08-13,268015.02,ACTIVE,BR023,ONLINE
3610,A003611,C02796,FIXED DEPOSIT,2023-08-01,24507.99,CLOSED,BR020,BRANCH
3611,A003612,C02797,SAVINGS,2022-11-06,248542.91,ACTIVE,BR003,BRANCH
3612,A003613,C02798,SAVINGS,2021-05-13,9081.52,CLOSED,BR001,ONLINE
3613,A003614,C02798,CURRENT,2019-07-07,11105.09,ACTIVE,BR001,AGENT
3614,A003615,C02799,CURRENT,2020-03-25,24468.36,DORMANT,BR014,AGENT
3615,A003616,C02800,FIXED DEPOSIT,2019-11-15,74075.38,ACTIVE,BR018,ONLINE
3616,A003617,C02801,SALARY,2026-06-15,2106.17,ACTIVE,BR021,AGENT
3617,A003618,C02801,FIXED DEPOSIT,2019-04-16,68301.93,DORMANT,BR021,ONLINE
3618,A003619,C02802,FIXED DEPOSIT,2017-04-06,44231.07,ACTIVE,BR006,BRANCH
3619,A003620,C02803,SAVINGS,2020-02-28,18562.08,ACTIVE,BR019,BRANCH
3620,A003621,C02804,SALARY,2024-09-09,132093.19,ACTIVE,BR005,ONLINE
3621,A003622,C02805,FIXED DEPOSIT,2023-09-15,44632.92,ACTIVE,BR007,BRANCH
3622,A003623,C02806,CURRENT,2021-08-26,50384.09,CLOSED,BR024,ONLINE
3623,A003624,C02806,SAVINGS,2022-03-12,162373.71,CLOSED,BR024,ONLINE
3624,A003625,C02807,SALARY,2019-11-23,16915.09,DORMANT,BR016,AGENT
3625,A003626,C02808,SALARY,2017-08-19,22207.1,CLOSED,BR025,AGENT
3626,A003627,C02809,SALARY,2021-07-15,8329.99,ACTIVE,BR016,AGENT
3627,A003628,C02810,SALARY,2025-08-22,14193.48,ACTIVE,BR026,AGENT
3628,A003629,C02811,FIXED DEPOSIT,2025-11-14,73293.92,DORMANT,BR023,BRANCH
3629,A003630,C02812,SALARY,2019-05-02,,CLOSED,BR022,ONLINE
3630,A003631,C02813,FIXED DEPOSIT,2025-05-31,89626.85,ACTIVE,BR018,ONLINE
3631,A003632,C02814,FIXED DEPOSIT,2025-11-12,84720.67,ACTIVE,BR012,ONLINE
3632,A003633,C02815,FIXED DEPOSIT,2019-10-02,27615.93,ACTIVE,BR013,ONLINE
3633,A003634,C02816,SAVINGS,2017-11-25,4559.36,DORMANT,BR029,BRANCH
3634,A003635,C02817,FIXED DEPOSIT,2020-04-21,10000.0,ACTIVE,BR026,ONLINE
3635,A003636,C02818,CURRENT,2022-06-26,37315.14,CLOSED,BR009,AGENT
3636,A003637,C02818,SAVINGS,2024-03-25,9771.06,ACTIVE,BR009,AGENT
3637,A003638,C02819,SALARY,2024-12-19,13469.68,ACTIVE,BR001,BRANCH
3638,A003639,C02820,CURRENT,2025-01-10,63745.7,ACTIVE,BR029,ONLINE
3639,A003640,C02820,SALARY,2020-09-30,8117.07,DORMANT,BR029,BRANCH
3640,A003641,C02820,SALARY,2020-05-10,10186.52,DORMANT,BR029,AGENT
3641,A003642,C02821,SALARY,2024-08-16,65472.48,DORMANT,BR030,BRANCH
3642,A003643,C02822,CURRENT,2018-06-13,34076.85,ACTIVE,BR010,BRANCH
3643,A003644,C02823,FIXED DEPOSIT,2020-07-19,181805.92,ACTIVE,BR017,AGENT
3644,A003645,C02824,SALARY,2025-12-29,7495.6,CLOSED,BR017,BRANCH
3645,A003646,C02825,SALARY,2021-05-20,41295.24,ACTIVE,BR027,ONLINE
3646,A003647,C02826,SAVINGS,2018-01-29,267242.97,ACTIVE,BR002,AGENT
3647,A003648,C02827,CURRENT,2020-04-27,16782.88,CLOSED,BR015,BRANCH
3648,A003649,C02828,FIXED DEPOSIT,2021-04-13,69363.38,DORMANT,BR023,ONLINE
3649,A003650,C02829,SAVINGS,2023-05-31,38838.66,DORMANT,BR018,BRANCH
3650,A003651,C02830,CURRENT,2026-01-13,6213.14,CLOSED,BR016,BRANCH
3651,A003652,C02831,SAVINGS,2022-10-01,30071.37,ACTIVE,BR006,AGENT
3652,A003653,C02831,FIXED DEPOSIT,2025-06-13,79505.07,ACTIVE,BR006,AGENT
3653,A003654,C02832,SALARY,2018-09-24,49326.49,ACTIVE,BR017,AGENT
3654,A003655,C02833,CURRENT,2019-01-23,113594.46,CLOSED,BR008,BRANCH
3655,A003656,C02834,CURRENT,2018-04-20,33776.43,ACTIVE,BR004,AGENT
3656,A003657,C02835,SALARY,2018-03-28,17251.45,DORMANT,BR005,AGENT
3657,A003658,C02835,CURRENT,2017-07-29,64912.94,CLOSED,BR005,BRANCH
3658,A003659,C02836,FIXED DEPOSIT,2018-03-27,60571.83,DORMANT,BR017,ONLINE
3659,A003660,C02837,CURRENT,2017-07-20,6660.68,ACTIVE,BR021,AGENT
3660,A003661,C02837,SALARY,2020-11-11,14722.62,CLOSED,BR021,BRANCH
3661,A003662,C02838,FIXED DEPOSIT,2018-01-26,76206.34,ACTIVE,BR013,BRANCH
3662,A003663,C02839,FIXED DEPOSIT,2024-12-11,35645.47,ACTIVE,BR011,AGENT
3663,A003664,C02840,FIXED DEPOSIT,2022-07-10,37996.46,ACTIVE,BR006,ONLINE
3664,A003665,C02841,FIXED DEPOSIT,2023-06-27,414264.08,ACTIVE,BR010,BRANCH
3665,A003666,C02842,CURRENT,2018-05-09,7674.39,DORMANT,BR006,BRANCH
3666,A003667,C02843,CURRENT,2021-04-28,21904.59,ACTIVE,BR020,ONLINE
3667,A003668,C02844,SAVINGS,2024-05-11,5211.08,CLOSED,BR015,ONLINE
3668,A003669,C02845,SALARY,2025-11-29,13262.71,ACTIVE,BR019,AGENT
3669,A003670,C02846,SALARY,2023-12-02,96170.37,ACTIVE,BR005,AGENT
3670,A003671,C02846,SALARY,2017-12-11,79433.77,ACTIVE,BR005,AGENT
3671,A003672,C02847,SALARY,2026-02-24,4367.06,CLOSED,BR019,AGENT
3672,A003673,C02847,SAVINGS,2020-06-09,20789.55,DORMANT,BR019,ONLINE
3673,A003674,C02848,SAVINGS,2024-01-29,8055.96,ACTIVE,BR025,ONLINE
3674,A003675,C02849,FIXED DEPOSIT,2017-01-25,132098.95,DORMANT,BR015,BRANCH
3675,A003676,C02850,CURRENT,2019-01-18,12157.68,ACTIVE,BR021,BRANCH
3676,A003677,C02850,FIXED DEPOSIT,2024-02-12,10000.0,ACTIVE,BR021,ONLINE
3677,A003678,C02850,FIXED DEPOSIT,2022-02-22,36681.86,DORMANT,BR021,ONLINE
3678,A003679,C02851,SAVINGS,2023-07-09,36539.27,DORMANT,BR001,BRANCH
3679,A003680,C02851,CURRENT,2020-01-11,33514.98,ACTIVE,BR001,AGENT
3680,A003681,C02852,CURRENT,2018-01-20,9828.86,DORMANT,BR007,AGENT
3681,A003682,C02853,SAVINGS,2024-06-07,4021.11,ACTIVE,BR016,BRANCH
3682,A003683,C02854,CURRENT,2019-05-08,97404.07,ACTIVE,BR007,ONLINE
3683,A003684,C02855,SALARY,2025-11-09,16519.51,DORMANT,BR013,ONLINE
3684,A003685,C02855,CURRENT,2019-06-06,25413.57,ACTIVE,BR013,ONLINE
3685,A003686,C02856,SAVINGS,2018-04-04,1877.61,ACTIVE,BR006,ONLINE
3686,A003687,C02857,SALARY,2021-05-22,155632.3,DORMANT,BR021,ONLINE
3687,A003688,C02858,SALARY,2017-09-05,3865.78,ACTIVE,BR004,ONLINE
3688,A003689,C02859,FIXED DEPOSIT,2018-12-29,104083.38,CLOSED,BR028,ONLINE
3689,A003690,C02860,FIXED DEPOSIT,2023-12-05,144913.65,DORMANT,BR027,BRANCH
3690,A003691,C02861,SALARY,2018-12-11,11215.97,ACTIVE,BR014,AGENT
3691,A003692,C02862,SALARY,2024-06-29,24348.58,CLOSED,BR014,AGENT
3692,A003693,C02863,SAVINGS,2024-03-27,40210.79,ACTIVE,BR029,AGENT
3693,A003694,C02864,FIXED DEPOSIT,2025-04-12,46588.61,CLOSED,BR026,AGENT
3694,A003695,C02865,SAVINGS,2017-06-06,164505.7,ACTIVE,BR009,BRANCH
3695,A003696,C02866,SALARY,2021-12-04,3068.37,ACTIVE,BR025,ONLINE
3696,A003697,C02866,FIXED DEPOSIT,2020-05-01,133302.57,ACTIVE,BR025,ONLINE
3697,A003698,C02867,SAVINGS,2022-08-30,68281.86,DORMANT,BR029,AGENT
3698,A003699,C02868,SALARY,2023-05-14,31795.34,CLOSED,BR016,AGENT
3699,A003700,C02869,CURRENT,2025-12-15,8556.76,ACTIVE,BR001,ONLINE
3700,A003701,C02869,FIXED DEPOSIT,2019-06-17,242192.41,DORMANT,BR001,ONLINE
3701,A003702,C02870,SAVINGS,2025-12-06,39233.16,CLOSED,BR023,BRANCH
3702,A003703,C02871,FIXED DEPOSIT,2020-08-02,81482.73,ACTIVE,BR030,AGENT
3703,A003704,C02872,SAVINGS,2022-10-11,11169.32,CLOSED,BR014,ONLINE
3704,A003705,C02873,SAVINGS,2020-07-09,,ACTIVE,BR022,ONLINE
3705,A003706,C02874,SALARY,2024-04-24,80873.07,ACTIVE,BR028,BRANCH
3706,A003707,C02875,SALARY,2024-02-03,4899.65,DORMANT,BR009,BRANCH
3707,A003708,C02876,SALARY,2025-10-29,,DORMANT,BR016,BRANCH
3708,A003709,C02877,CURRENT,2021-09-30,33236.29,ACTIVE,BR026,AGENT
3709,A003710,C02877,SAVINGS,2025-03-04,35087.9,CLOSED,BR026,BRANCH
3710,A003711,C02878,SAVINGS,2020-01-21,24589.91,ACTIVE,BR012,BRANCH
3711,A003712,C02879,CURRENT,2021-10-12,30606.79,DORMANT,BR030,AGENT
3712,A003713,C02880,CURRENT,2021-01-13,21683.19,ACTIVE,BR022,ONLINE
3713,A003714,C02881,CURRENT,2023-04-03,11620.49,ACTIVE,BR014,AGENT
3714,A003715,C02882,CURRENT,2019-06-11,37362.21,DORMANT,BR009,AGENT
3715,A003716,C02883,FIXED DEPOSIT,2023-06-03,72911.73,ACTIVE,BR021,ONLINE
3716,A003717,C02883,SALARY,2023-04-15,181755.15,ACTIVE,BR021,BRANCH
3717,A003718,C02884,FIXED DEPOSIT,2017-05-04,813973.61,DORMANT,BR027,BRANCH
3718,A003719,C02884,SALARY,2022-02-09,5430.57,ACTIVE,BR027,AGENT
3719,A003720,C02884,CURRENT,2024-04-24,80161.27,CLOSED,BR027,ONLINE
3720,A003721,C02885,CURRENT,2019-04-21,24033.83,ACTIVE,BR011,BRANCH
3721,A003722,C02886,SALARY,2017-11-24,91715.57,CLOSED,BR011,BRANCH
3722,A003723,C02886,SALARY,2017-07-21,29612.35,ACTIVE,BR011,ONLINE
3723,A003724,C02887,CURRENT,2020-10-01,31556.2,ACTIVE,BR027,AGENT
3724,A003725,C02888,FIXED DEPOSIT,2017-05-17,58544.84,DORMANT,BR018,BRANCH
3725,A003726,C02889,FIXED DEPOSIT,2025-12-02,224466.93,CLOSED,BR003,AGENT
3726,A003727,C02890,SAVINGS,2019-01-05,16090.02,ACTIVE,BR003,ONLINE
3727,A003728,C02891,CURRENT,2023-09-03,51406.16,DORMANT,BR027,ONLINE
3728,A003729,C02892,CURRENT,2017-12-04,247755.3,DORMANT,BR030,BRANCH
3729,A003730,C02892,FIXED DEPOSIT,2025-12-14,39926.81,DORMANT,BR030,AGENT
3730,A003731,C02893,SALARY,2018-08-15,23265.34,ACTIVE,BR008,AGENT
3731,A003732,C02894,SAVINGS,2024-07-04,366013.98,ACTIVE,BR020,AGENT
3732,A003733,C02895,CURRENT,2017-01-19,12258.51,ACTIVE,BR023,AGENT
3733,A003734,C02896,SALARY,2022-03-14,75162.49,ACTIVE,BR023,ONLINE
3734,A003735,C02897,SALARY,2020-07-23,21625.92,ACTIVE,BR011,ONLINE
3735,A003736,C02898,SALARY,2021-08-05,38918.07,ACTIVE,BR015,ONLINE
3736,A003737,C02899,CURRENT,2018-03-05,26693.48,ACTIVE,BR024,ONLINE
3737,A003738,C02900,SAVINGS,2019-12-04,12843.65,DORMANT,BR026,AGENT
3738,A003739,C02901,FIXED DEPOSIT,2019-04-18,13265.8,CLOSED,BR009,AGENT
3739,A003740,C02901,SAVINGS,2018-04-12,32506.08,ACTIVE,BR009,AGENT
3740,A003741,C02902,SALARY,2023-04-19,0.0,CLOSED,BR011,AGENT
3741,A003742,C02903,SAVINGS,2024-10-21,2955.07,CLOSED,BR015,BRANCH
3742,A003743,C02904,SAVINGS,2024-04-02,11722.59,ACTIVE,BR004,BRANCH
3743,A003744,C02904,CURRENT,2017-09-28,67008.96,DORMANT,BR004,BRANCH
3744,A003745,C02905,FIXED DEPOSIT,2024-07-14,27806.37,ACTIVE,BR009,BRANCH
3745,A003746,C02906,SAVINGS,2024-06-12,25022.91,ACTIVE,BR026,ONLINE
3746,A003747,C02907,FIXED DEPOSIT,2022-04-05,13431.41,DORMANT,BR019,BRANCH
3747,A003748,C02908,SALARY,2018-03-05,132376.52,DORMANT,BR021,BRANCH
3748,A003749,C02909,FIXED DEPOSIT,2020-03-18,79212.99,ACTIVE,BR026,AGENT
3749,A003750,C02910,SALARY,2024-05-22,8172.05,ACTIVE,BR019,BRANCH
3750,A003751,C02911,CURRENT,2021-07-23,103824.62,ACTIVE,BR002,AGENT
3751,A003752,C02912,CURRENT,2019-12-31,9273.15,DORMANT,BR018,AGENT
3752,A003753,C02913,SAVINGS,2018-05-20,1580.68,DORMANT,BR024,AGENT
3753,A003754,C02914,SALARY,2018-12-30,12025.58,ACTIVE,BR005,BRANCH
3754,A003755,C02915,SALARY,2018-10-10,0.0,DORMANT,BR023,BRANCH
3755,A003756,C02915,FIXED DEPOSIT,2024-09-17,292537.94,DORMANT,BR023,BRANCH
3756,A003757,C02916,SALARY,2024-01-15,16351.63,ACTIVE,BR012,AGENT
3757,A003758,C02916,CURRENT,2022-08-21,147485.57,ACTIVE,BR012,AGENT
3758,A003759,C02916,FIXED DEPOSIT,2018-11-04,175103.48,ACTIVE,BR012,AGENT
3759,A003760,C02917,SAVINGS,2019-09-12,6353.53,ACTIVE,BR001,AGENT
3760,A003761,C02918,SAVINGS,2018-01-12,214110.01,DORMANT,BR015,ONLINE
3761,A003762,C02919,CURRENT,2021-08-20,172386.46,DORMANT,BR026,ONLINE
3762,A003763,C02920,CURRENT,2018-06-23,21702.2,DORMANT,BR028,BRANCH
3763,A003764,C02921,SALARY,2023-09-01,89409.27,DORMANT,BR015,AGENT
3764,A003765,C02921,FIXED DEPOSIT,2021-10-03,20649.9,DORMANT,BR015,BRANCH
3765,A003766,C02921,CURRENT,2023-10-06,18220.72,CLOSED,BR015,BRANCH
3766,A003767,C02922,SALARY,2020-04-02,80285.68,CLOSED,BR017,AGENT
3767,A003768,C02923,FIXED DEPOSIT,2018-09-02,54839.94,ACTIVE,BR010,BRANCH
3768,A003769,C02923,SALARY,2023-04-19,39222.88,ACTIVE,BR010,ONLINE
3769,A003770,C02924,FIXED DEPOSIT,2025-07-20,79309.15,DORMANT,BR020,ONLINE
3770,A003771,C02925,CURRENT,2024-09-19,16718.21,ACTIVE,BR018,BRANCH
3771,A003772,C02926,SALARY,2017-08-20,8930.85,DORMANT,BR022,AGENT
3772,A003773,C02926,SALARY,2025-12-30,39147.84,ACTIVE,BR022,AGENT
3773,A003774,C02926,SAVINGS,2026-03-29,15532.44,ACTIVE,BR022,ONLINE
3774,A003775,C02927,CURRENT,2023-12-03,7676.32,ACTIVE,BR016,BRANCH
3775,A003776,C02928,FIXED DEPOSIT,2026-02-11,83592.23,ACTIVE,BR017,ONLINE
3776,A003777,C02929,SAVINGS,2025-03-30,61566.64,CLOSED,BR008,ONLINE
3777,A003778,C02930,FIXED DEPOSIT,2021-08-17,127419.33,ACTIVE,BR012,BRANCH
3778,A003779,C02931,SALARY,2026-08-01,207947.06,DORMANT,BR007,AGENT
3779,A003780,C02932,FIXED DEPOSIT,2018-02-02,95320.68,ACTIVE,BR022,ONLINE
3780,A003781,C02933,SAVINGS,2017-07-16,50331.51,DORMANT,BR020,AGENT
3781,A003782,C02933,SAVINGS,2025-03-31,22142.68,DORMANT,BR020,ONLINE
3782,A003783,C02934,SAVINGS,2023-03-13,2938.58,CLOSED,BR025,BRANCH
3783,A003784,C02934,SALARY,2019-06-16,23018.76,ACTIVE,BR025,BRANCH
3784,A003785,C02935,SAVINGS,2024-01-13,3366.5,ACTIVE,BR011,AGENT
3785,A003786,C02936,FIXED DEPOSIT,2023-05-21,20967.05,ACTIVE,BR022,AGENT
3786,A003787,C02936,SAVINGS,2021-02-15,8086.45,ACTIVE,BR022,ONLINE
3787,A003788,C02937,SAVINGS,2021-06-23,117011.84,ACTIVE,BR019,ONLINE
3788,A003789,C02937,SAVINGS,2021-05-19,29114.38,ACTIVE,BR019,BRANCH
3789,A003790,C02938,SAVINGS,2021-11-13,1890.39,ACTIVE,BR010,AGENT
3790,A003791,C02939,FIXED DEPOSIT,2017-09-09,183049.38,ACTIVE,BR030,ONLINE
3791,A003792,C02940,SALARY,2023-07-22,46949.93,ACTIVE,BR007,BRANCH
3792,A003793,C02941,SAVINGS,2024-06-08,57101.34,ACTIVE,BR009,AGENT
3793,A003794,C02941,FIXED DEPOSIT,2023-02-19,60170.43,ACTIVE,BR009,BRANCH
3794,A003795,C02941,SAVINGS,2025-08-22,22765.97,ACTIVE,BR009,AGENT
3795,A003796,C02942,SAVINGS,2020-09-24,9461.97,DORMANT,BR005,AGENT
3796,A003797,C02942,SAVINGS,2020-09-23,31809.95,DORMANT,BR005,BRANCH
3797,A003798,C02942,SAVINGS,2023-05-06,6488.53,CLOSED,BR005,BRANCH
3798,A003799,C02943,FIXED DEPOSIT,2025-09-06,144973.37,CLOSED,BR024,BRANCH
3799,A003800,C02944,SAVINGS,2018-04-03,11074.56,ACTIVE,BR011,ONLINE
3800,A003801,C02945,CURRENT,2024-01-10,24084.48,ACTIVE,BR007,AGENT
3801,A003802,C02946,SALARY,2017-11-24,92896.73,ACTIVE,BR012,AGENT
3802,A003803,C02946,SAVINGS,2025-12-14,42260.34,CLOSED,BR012,ONLINE
3803,A003804,C02947,SAVINGS,2024-07-17,136375.95,ACTIVE,BR012,AGENT
3804,A003805,C02947,SAVINGS,2024-08-26,59961.97,ACTIVE,BR012,ONLINE
3805,A003806,C02948,FIXED DEPOSIT,2026-06-04,17709.03,ACTIVE,BR004,AGENT
3806,A003807,C02949,FIXED DEPOSIT,2022-03-18,169097.32,DORMANT,BR019,BRANCH
3807,A003808,C02950,SAVINGS,2017-07-04,11249.18,ACTIVE,BR019,ONLINE
3808,A003809,C02951,SALARY,2023-06-11,25364.45,ACTIVE,BR013,BRANCH
3809,A003810,C02951,CURRENT,2021-04-27,9548.81,ACTIVE,BR013,BRANCH
3810,A003811,C02952,FIXED DEPOSIT,2018-12-18,113684.36,DORMANT,BR006,BRANCH
3811,A003812,C02953,FIXED DEPOSIT,2021-03-29,43142.09,ACTIVE,BR022,BRANCH
3812,A003813,C02954,FIXED DEPOSIT,2026-02-16,80247.43,CLOSED,BR006,ONLINE
3813,A003814,C02954,SAVINGS,2020-03-08,14137.32,ACTIVE,BR006,BRANCH
3814,A003815,C02955,FIXED DEPOSIT,2023-07-31,114114.73,DORMANT,BR013,AGENT
3815,A003816,C02956,SAVINGS,2020-09-25,37702.3,CLOSED,BR011,BRANCH
3816,A003817,C02956,FIXED DEPOSIT,2023-09-01,223702.88,ACTIVE,BR011,ONLINE
3817,A003818,C02957,CURRENT,2024-11-08,26923.0,ACTIVE,BR015,BRANCH
3818,A003819,C02958,FIXED DEPOSIT,2024-08-11,92190.59,ACTIVE,BR008,AGENT
3819,A003820,C02958,SAVINGS,2025-12-27,99656.41,ACTIVE,BR008,BRANCH
3820,A003821,C02959,CURRENT,2021-01-12,15101.89,DORMANT,BR023,ONLINE
3821,A003822,C02960,CURRENT,2024-07-23,12464.77,CLOSED,BR001,AGENT
3822,A003823,C02961,SAVINGS,2021-11-13,28677.48,DORMANT,BR007,BRANCH
3823,A003824,C02962,CURRENT,2024-04-15,135435.13,DORMANT,BR021,ONLINE
3824,A003825,C02963,SALARY,2024-10-03,11715.07,CLOSED,BR001,ONLINE
3825,A003826,C02964,FIXED DEPOSIT,2023-05-07,62171.4,CLOSED,BR008,AGENT
3826,A003827,C02964,SAVINGS,2019-09-19,93907.62,ACTIVE,BR008,BRANCH
3827,A003828,C02965,FIXED DEPOSIT,2018-11-15,17935.26,CLOSED,BR026,AGENT
3828,A003829,C02966,FIXED DEPOSIT,2026-05-06,146355.18,DORMANT,BR021,ONLINE
3829,A003830,C02967,SALARY,2018-03-12,133742.04,ACTIVE,BR007,ONLINE
3830,A003831,C02967,SALARY,2020-05-19,5867.6,DORMANT,BR007,ONLINE
3831,A003832,C02968,FIXED DEPOSIT,2023-05-23,18485.02,DORMANT,BR005,BRANCH
3832,A003833,C02969,SAVINGS,2020-03-20,4187.52,DORMANT,BR006,AGENT
3833,A003834,C02969,SALARY,2018-06-20,20131.93,ACTIVE,BR006,ONLINE
3834,A003835,C02970,CURRENT,2017-08-23,47005.33,DORMANT,BR017,BRANCH
3835,A003836,C02971,CURRENT,2022-05-27,12060.86,ACTIVE,BR013,ONLINE
3836,A003837,C02972,SAVINGS,2024-04-11,340410.27,ACTIVE,BR015,ONLINE
3837,A003838,C02973,SALARY,2018-02-07,114194.09,ACTIVE,BR015,ONLINE
3838,A003839,C02973,SALARY,2019-02-09,71126.55,CLOSED,BR015,ONLINE
3839,A003840,C02974,FIXED DEPOSIT,2026-05-18,152730.19,CLOSED,BR001,ONLINE
3840,A003841,C02974,SALARY,2024-01-15,8643.42,CLOSED,BR001,AGENT
3841,A003842,C02975,SAVINGS,2024-12-21,61792.95,ACTIVE,BR030,AGENT
